PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Arp, FF; Ashirov, R; Bhuvanesh, N; Blumel, J				Arp, Fabian F.; Ashirov, Rahym; Bhuvanesh, Nattamai; Blumel, Janet			Di(hydroperoxy)adamantane adducts: synthesis, characterization and application as oxidizers for the direct esterification of aldehydes	DALTON TRANSACTIONS												The di(hydroperoxy)adamantane adducts of water (1) and phosphine oxides p-Tol(3)PO center dot(HOO)(2)C(C9H14) (2), o-Tol(3)PO center dot(HOO)(2)C(C9H14) (3), and Cy3PO center dot(HOO)(2)C(C9H14) (4), as well as a CH2Cl2 adduct of a phosp-hole oxide dimer (8), have been created and investigated by multinuclear NMR spectroscopy, and by Raman and IR spectroscopy. The single crystal X-ray structures for 1-4 and 8 are reported. The IR and P-31 NMR data are in accordance with strong hydrogen bonding of the di(hydroperoxy)adamantane adducts. The Raman v(O-O) stretching bands of 1-4 prove that the peroxo groups are present in the solids. Selected di(hydroperoxy)alkane adducts, in combination with AlCl3 as catalyst, have been applied for the direct oxidative esterification of n-nonyl aldehyde, benzaldehyde, p-methylbenzaldehyde, p-bromobenzaldehyde, and o-hydroxybenzaldehyde to the corresponding methyl esters. The esterification takes place in an inert atmosphere, under anhydrous and oxygen-free conditions, within a time frame of 45 minutes to 5 hours at room temperature. Hereby, two oxygen atoms per adduct assembly are active with respect to the quantitative transformation of the aldehyde into the ester.					; Bluemel, Janet/C-1759-2015	Ashirov, Rahym/0000-0002-0083-2275; Bluemel, Janet/0000-0002-6557-3518; Eberle, Fabian Felix/0000-0002-4816-5803													1477-9226	1477-9234				NOV 2	2021	50	42					15296	15309		10.1039/d1dt03243g	http://dx.doi.org/10.1039/d1dt03243g		OCT 2021						34636381					WOS:000706333300001
J	Li, YF; Li, JL; Liu, ZP				Li, Ye-Fei; Li, Ji-Li; Liu, Zhi-Pan			Structure and Catalysis of NiOOH: Recent Advances on Atomic Simulation	JOURNAL OF PHYSICAL CHEMISTRY C												NiOOH is one of the most promising catalysts for electrooxidation of water and organic molecules. Accompanying the long experimental practice to optimize the catalyst, atomic simulations, mainly based on density functional theory (DFT) calculations, have been performed in recent years to reveal the atomic structure of NiOOH and the reaction mechanism in catalysis. Due to both the structural complexity and the difficulty in computing the electronic structure, there are great concerns over the accuracy of first-principles methods and the validity of the structure models. This Perspective serves to overview the current status of atomic simulation on the structure and catalysis of NiOOH. We first present NiOOH phases and structures obtained by the latest global optimization methods in combination with machine learning potentials. The electronic structures of NiOOH are then described by comparing the performance of different theoretical levels, in particular, those based on PBE+U and hybrid functionals in DFT calculations. Finally, taking the oxygen evolution reaction of water splitting as the example, we elaborate the catalytic mechanism on pure, defective, and Fe-doped NiOOH surfaces and provide insights into the exceptional activity of the doped system. The further directions for theoretical investigations on NiOOH are also discussed.					; Liu, Zhipan/A-1988-2011	Li, Ji-Li/0000-0003-4717-561X; Liu, Zhipan/0000-0002-2906-5217													1932-7447	1932-7455				DEC 16	2021	125	49					27033	27045		10.1021/acs.jpcc.1c06170	http://dx.doi.org/10.1021/acs.jpcc.1c06170													WOS:000755081200001
J	Mudithanapelli, C; Dhorma, LP; Kim, MH				Mudithanapelli, Chandrashekar; Dhorma, Lama Prema; Kim, Mi-hyun			PIFA-Promoted, Solvent-Controlled Selective Functionalization of C(sp<SUP>2</SUP>)-H or C(sp<SUP>3</SUP>)-H: Nitration via C-N Bond Cleavage of CH3NO2, Cyanation, or Oxygenation in Water	ORGANIC LETTERS												A novel nitration (via C(sp(3))-N breaking/C(sp(2))-N formation with CH3NO2) mediated by [bis-(trifluoroacetoxy)iodo]benzene (PIFA) is described. The NO2 transfer from CH3NO2 to the aromatic group of the substrate is possible with careful selection of the solvent, NaX, and oxidant. In addition, the solvent-controlled C(sp(2))-H functionalization can shift to an alpha-C(sp(3))-H functionalization (cyanation or oxygenation) of the alpha-C(sp(3))-H of cyclic amines.					MUDITHANAPELLI, CHANDRASHEKAR/AAB-1775-2019; Kim, Mi-hyun/L-7805-2014	Kim, Mi-hyun/0000-0002-2718-5637; Mudithanapelli, Chandrashekar/0000-0003-2338-9496													1523-7060	1523-7052				MAY 3	2019	21	9					3098	3102		10.1021/acs.orglett.9b00751	http://dx.doi.org/10.1021/acs.orglett.9b00751								30986072					WOS:000467320000028
J	Zhu, XY; He, FQ; Xia, M; Liu, HG; Ding, JH				Zhu, Xinyu; He, Feiqiang; Xia, Meng; Liu, Honggen; Ding, Jianhua			Evaluation of Fe(iii)EDTA reduction with ascorbic acid in a wet denitrification system	RSC ADVANCES												The reduction of Fe(iii)EDTA to Fe(ii)EDTA is the core process in a wet flue gas system with simultaneous desulfurization and denitrification. Herein, at first, the reductant ascorbic acid (VC) was used for reducing Fe(iii)EDTA. The feasibility of Fe(iii)EDTA reduction with ascorbic acid was investigated at different Fe(iii)EDTA concentrations, various pH values, diverse temperatures, and different molar ratios of VC to Fe(iii)EDTA. The results showed that the Fe(ii)EDTA concentration increased with an increase in the initial Fe(iii)EDTA concentration. Furthermore, the reduction efficiency increased as the mole ratio of VC to Fe(iii)EDTA was increased, and all the Fe(iii)EDTA reduction efficiencies were close to 100% when the mole ratio was more than 0.5. On the other hand, an alkaline environment did not favor the conversion of Fe(iii)EDTA by VC. The Fe(iii)EDTA conversion slightly increased as the temperature was increased. Moreover, compared with other reduction systems, ascorbic acid (VC) was found to be more powerful in reducing Fe(iii)EDTA, especially in air. In addition, VC only exhibited powerful ability in the conversion of Fe(iii)EDTA to Fe(ii)EDTA and hardly reduced Fe(ii)EDTA-NO. Finally, the stoichiometry of Fe(iii)EDTA reduction by ascorbic acid was derived. Thus, our study would offer a bridge between foundational research and industrial denitration using the combination of Fe(ii)EDTA and VC.					Ding, Jinghua/O-2381-2013; zhu, xinyu/HJJ-1063-2023	He, Feiqiang/0000-0002-5018-603X														2046-2069				AUG 7	2019	9	42					24386	24393		10.1039/c9ra02678a	http://dx.doi.org/10.1039/c9ra02678a								35527871					WOS:000480277000042
J	Shi, XZ; Hu, HW; Müller, C; He, JZ; Chen, DL; Suter, HC				Shi, Xiuzhen; Hu, Hang-Wei; Mueller, Christoph; He, Ji-Zheng; Chen, Deli; Suter, Helen Charlotte			Effects of the Nitrification Inhibitor 3,4-Dimethylpyrazole Phosphate on Nitrification and Nitrifiers in Two Contrasting Agricultural Soils	APPLIED AND ENVIRONMENTAL MICROBIOLOGY												The nitrification inhibitor 3,4-dimethylpyrazole phosphate (DMPP) is a powerful tool that can be used to promote nitrogen (N) use efficiency and reduce N losses from agricultural systems by slowing nitrification. Mounting evidence has confirmed the functional importance of ammonia-oxidizing archaea (AOA) and ammonia-oxidizing bacteria (AOB) in nitrification and N2O production; however, their responses to DMPP amendment and the microbial mechanisms underlying the variable efficiencies of DMPP across different soils remain largely unknown. Here we compared the impacts of DMPP on nitrification and the dynamics of ammonia oxidizers between an acidic pasture soil and an alkaline vegetable soil using a N-15 tracing and (CO2)-C-13-DNA-stableisotope probing (SIP) technique. The results showed that DMPP significantly inhibited nitrification and N2O production in the vegetable soil only, and the transient inhibition was coupled with a significant decrease in AOB abundance. No significant effects on the community structure of ammonia oxidizers or the abundances of total bacteria and denitrifiers were observed in either soil. The N-15 tracing experiment revealed that autotrophic nitrification was the predominant form of nitrification in both soils. The (CO2)-C-13-DNA-SIP results indicated the involvement of AOB in active nitrification in both soils, but DMPP inhibited the assimilation of (CO2)-C-13 into AOB only in the vegetable soil. Our findings provide evidence that DMPP could effectively inhibit nitrification through impeding the abundance and metabolic activity of AOB in the alkaline vegetable soil but not in the acidic pasture soil, possibly due to the low AOB abundance or the adsorption of DMPP by organic matter. IMPORTANCE The combination of the N-15 tracing model and (CO2)-C-13-DNA-SIP technique provides important evidence that the nitrification inhibitor DMPP could effectively inhibit nitrification and nitrous oxide emission in an alkaline soil through influencing the abundance and metabolic activity of AOB. In contrast, DMPP amendment has no significant effect on nitrification or nitrifiers in an acidic soil, potentially owing to the low abundance of AOB and the possible adsorption of DMPP by organic matter. Our findings have direct implications for improved agricultural practices through utilizing the nitrification inhibitor DMPP in appropriate situations, and they emphasize the importance of microbial communities to the efficacy of DMPP.					Müller, Christoph/F-9521-2010; Chen, Deli/LTF-5854-2024; Suter, Helen/KIK-0275-2024; Hu, Hangwei/N-1581-2017; He, Ji-Zheng/A-4488-2009	Suter, Helen/0000-0003-4242-1164; Hu, Hangwei/0000-0002-3294-102X; He, Ji-Zheng/0000-0002-9169-8058													0099-2240	1098-5336				SEP	2016	82	17					5236	5248		10.1128/AEM.01031-16	http://dx.doi.org/10.1128/AEM.01031-16								27316959					WOS:000381500700018
J	Suo, M; Shen, HC; Lyu, M; Jiang, Y; Liao, XM; Tang, W; Pan, Y; Zhang, TF; Ning, SP; Tang, BZ				Suo, Meng; Shen, Hanchen; Lyu, Meng; Jiang, Yi; Liao, Xiaoming; Tang, Wei; Pan, You; Zhang, Tianfu; Ning, Shipeng; Tang, Ben Zhong			Biomimetic Nano-Cancer Stem Cell Scavenger for Inhibition of Breast Cancer Recurrence and Metastasis after FLASH-Radiotherapy	SMALL												Compared to conventional radiotherapy (RT), FLASH-RT delivers ultra-high dose radiation, significantly reducing damage to normal tissue while guaranteeing the effect of cancer treatment. However, cancer recurrence and metastasis frequently occur after all RT due to the existence of intractable cancer stem cells (CSCs). To address this, a biomimetic nanoplatform (named TAFL) of tumor-derived exosome fusion liposomes is designed by co-loading aggregation-induced emission photothermal agents, TPE-BBT, and anti-cancer drugs, aspirin, aiming to clear CSCs for inhibiting cancer recurrence and metastasis after FLASH-RT therapy . Aspirin released in TAFL system triggered by laser irradiation can induce apoptosis and DNA damage of 4T1 CSCs, comprehensively downregulate their stemness phenotype, and inhibit their sphericity. Furthermore, the TPE-BBT mediated mild-photothermal therapy can alleviate the hypoxic tumor microenvironment, inhibit the DNA repair of CSCs, which further amplifies the effect of aspirin against CSCs, therefore reduces the effective dose of aspirin, making TAFL more biologically safe. In vivo experimental results demonstrated that decreased CSCs population mediated by TAFL system treatment significantly inhibited tumor recurrence and metastasis after FLASH-RT therapy. In summary, this TAFL system provides a new idea for the future clinical application of FLASH-RT therapy. A biomimetic nanoplatform (named TAFL) is designed. TAFL completely down-regulated stemness phenotype of cancer stem cells (CSCs) and inhibited their pellet-forming ability. In vivo experimental results demonstrated that the CSCs population decreased notably after TAFL combined with FLASH-RT therapy radiation treatment under laser irradiation, thus significantly inhibiting tumor recurrence and metastasis post-FLASH-RT therapy. image					Shen, Chenguang/JVE-0944-2024; Tang, Weihua/AFM-3136-2022; Zhang, Tianfu/AGA-3642-2022; Jiang, Yi/W-5440-2018; Tang, Ben Zhong/B-3556-2009	Tang, Ben Zhong/0000-0002-0293-964X; SHEN, Hanchen/0000-0002-3629-6873													1613-6810	1613-6829				JUL	2024	20	29								10.1002/smll.202400666	http://dx.doi.org/10.1002/smll.202400666		FEB 2024						38368259					WOS:001163767500001
J	Zhu, BZ; Yin, SL; Sun, YL; Ge, TT; Zi, ZH; Li, GB; Li, JX				Zhu, Baozhong; Yin, Shoulai; Sun, Yunlan; Ge, Tingting; Zi, Zhaohui; Li, Guobo; Li, Jiaxin			Novel natural manganese ore NH3-SCR catalyst with superior alkaline resistance performance at a low temperature	CANADIAN JOURNAL OF CHEMICAL ENGINEERING												Potassium nitrate (KNO3) was chosen as the precursor to prepare the K-poisoned catalysts on natural manganese ore using the impregnation method. The results demonstrate that the natural manganese ore catalyst possesses superior alkaline resistance performance with a high NOx conversion for NH3-SCR of NOx at a low temperature. There are two factors responsible for the alkaline resistance performance. Firstly, the NH3 adsorption capacity (more acid sites) of K-poisoned catalysts is stronger than that of fresh catalyst, which is beneficial for the NOx conversion. Secondly, the K-poisoned catalyst has a smaller specific surface area, lower concentrations of Fe3+, Mn4+, and O-alpha, and lower reducibility, which leads to an inhibition effect on the NOx conversion. There exists a competition mechanism between the promotional and inhibition effect on the NOx conversion. The combination of these two effects leads to natural manganese ore exhibiting a superior alkaline resistance performance.					Ge, Tingting/LNQ-4744-2024														0008-4034	1939-019X				APR	2019	97	4					911	916		10.1002/cjce.23288	http://dx.doi.org/10.1002/cjce.23288													WOS:000461075000008
J	He, FQ; Zhu, XY; Chen, XC; Ding, JH				He, Feiqiang; Zhu, Xinyu; Chen, Xianchun; Ding, Jianhua			Performance, mechanism, and kinetics of NO removal by combined ascorbic acid and Fe<SUP>II</SUP>EDTA reaction systems	FUEL												Fe(II)EDTA complexation technology is one of the most promising processes to realize NO removal. but Fe(II)EDTA is easily oxidized to Fe(III)EDTA losing activity, which limits its further application. To solve this problem, ascorbic acid (VC) combined with Fe(II)EDTA was used for NO removal. The influences of various operating parameters like Fe(II)EDTA concentration, VC concentration, original pH value and temperature on NO removal in bubbling device were examined preliminarily. The results revealed that the VC can greatly improve NO removal by Fe(II)EDTA. NO removal efficiency increased with the increasing of VC concentration as well as Fe(II)EDTA concentration. Low temperature or low O-2 concentration was conducive to the absorption of NO. NO removal efficiency increased and then decreased with pH value increasing. For initial Fe(II)EDTA concentration of 0.016 M, pH and temperature had little effect on NO removal efficiency. In addition, the kinetic studies showed that compared with normal Fe(II)EDTA approach, NO absorption by mixed Fe(II)EDTA and VC was more effective in reducing total mass transfer resistance and enlarging the NO flux. The absorption process was controlled by the liquid film. Finally, Ncontaining product was determined as NO2- and NO3-, suggesting that NO was mainly translated into nitrite and nitrate.					zhu, xinyu/HJJ-1063-2023; Ding, Jinghua/O-2381-2013														0016-2361	1873-7153				JAN 15	2021	284								119070	10.1016/j.fuel.2020.119070	http://dx.doi.org/10.1016/j.fuel.2020.119070													WOS:000586954400062
J	Zhou, PF; Wang, XP; Zeng, CX; Wang, WF; Yang, B; Hollmann, F; Wang, YH				Zhou, Pengfei; Wang, Xuping; Zeng, Chaoxi; Wang, Weifei; Yang, Bo; Hollmann, Frank; Wang, Yonghua			Deep Eutectic Solvents Enable More Robust Chemoenzymatic Epoxidation Reactions	CHEMCATCHEM												A chemoenzymatic method for the production of epoxidized vegetable oils was developed. The unique combination of the commercial lipase G from Penicillieum camembertii with certain deep eutectic solvents enabled the efficient production of epoxidized vegetable oils.					Zhou, Peng/JRW-0804-2023; Hollmann, Frank/A-1580-2009	Hollmann, Frank/0000-0003-4821-756X													1867-3880	1867-3899				MAR 20	2017	9	6					934	936		10.1002/cctc.201601483	http://dx.doi.org/10.1002/cctc.201601483													WOS:000397879500007
J	Zhang, L; Li, FX; Wang, CY; Zheng, L; Wang, Z; Zhao, R; Wang, L				Zhang, Liu; Li, Fengxi; Wang, Chunyu; Zheng, Lu; Wang, Zhi; Zhao, Rui; Wang, Lei			Lipase-Mediated Amidation of Anilines with 1,3-Diketones via C-C Bond Cleavage	CATALYSTS												In this work, an efficient and green lipase-mediated technique has been mined for the amidation of anilines with 1,3-diketones via C-C bond cleavage. Under the optimal conditions, high yields (64.3%-96.2%) could be obtained when Novozym 435 was used as the catalyst. Furthermore, Novozym 435 exhibited a satisfying reusability and more than 80% of yield can be obtained after seven cycles. This work provides a more rapid and mild strategy for amide synthesis with high yield and expands the application of enzyme in organic synthesis.					wang, lei/N-6862-2019; Wang, Chunyu/HPC-0200-2023														2073-4344					APR	2017	7	4							115	10.3390/catal7040115	http://dx.doi.org/10.3390/catal7040115													WOS:000403448000020
J	Nope, E; Sathicq, AG; Martínez, JJ; Alothman, ZA; Romanelli, GP; Nares, EM; Ivars-Barceló, F; Zuazo, JR; Luque, R; Balu, AM				Nope, Eliana; Sathicq, Angel G.; Martinez, Jose J.; Alothman, Zeid A.; Romanelli, Gustavo P.; Nares, Elena Montejano; Ivars-Barcelo, Francisco; Zuazo, Juan Rubio; Luque, Rafael; Balu, Alina M.			Revisiting hydrotalcite synthesis: Efficient combined mechanochemical/coprecipitation synthesis to design advanced tunable basic catalysts	NANOTECHNOLOGY REVIEWS												Hydrotalcite materials (HTs) were synthesized by a facile and swift combined mechanochemistry/coprecipitation approach, and their catalytic activity was evaluated and compared with conventionally synthesized hydrotalcites (co-precipitation method) in the Knoevenagel condensation between furfural and ethyl cyanoacetate/malononitrile. Characterization and catalytic activity results clearly demonstrate that the proposed combined mechanochemical/coprecipitation approach provides an improvement in crystallinity, morphology, tunable basicity, and textural properties (higher surface area and enhanced surface properties) as compared to HTs obtained via conventional coprecipitation methods. In addition, mechanochemically synthesized HTs largely improve catalytic activities, including conversion and product selectivity to Knoevenagel condensation products under solventless conditions, short reaction times, or reaction at room temperature as compared to conventional counterparts (e.g., 30-40 vs > 99% product yields).					Martínez, José/G-1924-2018; Luque, Rafael/F-9853-2010; Balu, Alina/H-7935-2015; ALOthman, Zeid/E-7333-2014; Rubio Zuazo, Juan/M-3346-2014	Rubio Zuazo, Juan/0000-0003-0614-5334; NOPE VARGAS, ELIANA ROCIO/0000-0002-9653-3527													2191-9089	2191-9097				JUL 1	2024	13	1							20240042	10.1515/ntrev-2024-0042	http://dx.doi.org/10.1515/ntrev-2024-0042													WOS:001260098200001
J	Zhao, ZW; Li, EW; Qin, Y; Liu, XL; Zou, Y; Wu, H; Zhu, TY				Zhao, Ziwei; Li, Erwei; Qin, Yu; Liu, Xiaolong; Zou, Yang; Wu, Heng; Zhu, Tingyu			Density functional theory (DFT) studies of vanadium-titanium based selective catalytic reduction (SCR) catalysts	JOURNAL OF ENVIRONMENTAL SCIENCES												Based on density functional theory (DFT) and basic structure models, the chemical reactions on the surface of vanadium-titanium based selective catalytic reduction (SCR) denitrification catalysts were summarized. Reasonable structural models (non-periodic and periodic structural models) are the basis of density functional calculations. A periodic structure model was more appropriate to represent the catalyst surface, and its theoretical calculation results were more comparable with the experimental results than a non-periodic model. It is generally believed that the SCR mechanism where NH3 and NO react to produce N-2 and H2O follows an Eley-Rideal type mechanism. NH2NO was found to be an important intermediate in the SCR reaction, with multiple production routes. Simultaneously, the effects of H2O, SO2 and metal on SCR catalysts were also summarized. (C) 2019 The Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences. Published by Elsevier B.V.					Liu, Xiaolong/O-6832-2016														1001-0742	1878-7320				APR	2020	90						119	137		10.1016/j.jes.2019.11.008	http://dx.doi.org/10.1016/j.jes.2019.11.008								32081309					WOS:000513920600013
J	Kong, M; Liu, QC; Zhou, J; Jiang, LJ; Tian, YM; Yang, J; Ren, S; Li, JL				Kong, Ming; Liu, Qingcai; Zhou, Jian; Jiang, Lijun; Tian, Yuanmeng; Yang, Jian; Ren, Shan; Li, Jiangling			Effect of different potassium species on the deactivation of V2O5-WO3/TiO2 SCR catalyst: Comparison of K2SO4, KCl and K2O	CHEMICAL ENGINEERING JOURNAL												The effect of different potassium species, including K2O, KCl and K2SO4, on the deactivation of V2O5-WO3/TiO2 catalysts were measured in the research. Potassium species were supplied by impregnating catalyst with corresponding KNO3, KCl and K2SO4 aqueous solution. Catalytic activity was also measured and the physical and chemical properties of fresh and poisoned catalysts were characterized by XRD, N-2 physisorption, NH3-TPD, H-2-TPR, XPS and NH3-DRIFTS. Deactivation could be observed in the potassium-containing catalysts and the deactivation rate follows KCl > K2O > K2SO4. The surface chemisorbed oxygen was also reduced and the downward trend was in good accordance with the SCR activity. In addition, both the amount and stability of the Bronsted and Lewis acid sites dropped after potassium introduction, and the reducibility of surface active species decreased. The introduction of SO42- created new Bronsted acid sites and performed advantages to ammonia adsorption and NO reduction. Cl-could react with vanadia active sites to form -O-V-Cl bond, which provided some new ammonia adsorption sites, but these newly generated sites could not revitalize the adsorbed ammonia and were helpless to catalytic activity promotion. Besides, KCl presented the maximum impact on catalyst reducibility was another contribution to its largest activity decline. Finally, the probable poisoning mechanisms of different potassium species over V2O5-WO3/TiO2 catalysts were proposed.					Liu, Qingcai/HHC-3720-2022; Zhou, Jian/AAG-6060-2020	Zhou, Jian/0000-0002-7650-7540; Kong, Ming/0000-0003-2881-034X													1385-8947	1873-3212				SEP 15	2018	348						637	643		10.1016/j.cej.2018.05.045	http://dx.doi.org/10.1016/j.cej.2018.05.045													WOS:000434467000063
J	Drouin, G; Catheline, D; Guillocheau, E; Gueret, P; Baudry, C; Le Ruyet, P; Rioux, V; Legrand, P				Drouin, Gaetan; Catheline, Daniel; Guillocheau, Etienne; Gueret, Pierre; Baudry, Charlotte; Le Ruyet, Pascale; Rioux, Vincent; Legrand, Philippe			Comparative effects of dietary n-3 docosapentaenoic acid (DPA), DHA and EPA on plasma lipid parameters, oxidative status and fatty acid tissue composition	JOURNAL OF NUTRITIONAL BIOCHEMISTRY												The specific and shared physiologic and metabolic effects of eicosapentaenoic acid (EPA), docosahexaenoic acid (DHA) and even more of n-3 docosapentaenoic acid (DPA) are poorly known. We investigated the physiological effects and the overall fatty acid tissue composition of a nutritional supplementation of DPA compared both to EPA and DHA in healthy adult rats. Rats (n=32) were fed with semisynthetic diets supplemented or not with 1% of total lipids as EPA, DPA or DHA in ethyl esters form from weaning for 6 weeks. Fatty acid tissue composition was determined by gas chromatography-mass spectrometry, and blood assays were performed. The DPA supplementation was the only one that led to a decrease in plasma triglycerides, total cholesterol, non-high-density lipoprotein (HDL)-cholesterol, cholesterol esters and total cholesterol/HDL-cholesterol ratio compared to the nonsupplemented control group. The three supplemented groups had increased plasma total antioxidant status and superoxide dismutase activity. In all supplemented groups, the n-3 polyunsaturated fatty acid level increased in all studied tissues (liver, heart, lung, spleen, kidney, red blood cells, splenocytes, peripheral mononucleated cells) except in the brain. We showed that the DPA supplementation affected the overall fatty acid composition and increased DPA, EPA and DHA tissue contents in a similar way than with EPA. However, liver and heart DHA contents increased in DPA-fed rats at the same levels than in DHA-fed rats. Moreover, a large part of DPA seemed to be retroconverted into EPA in the liver (38.5%) and in the kidney (68.6%). In addition, the digestibility of DPA was lower than that of DHA and EPA. (C) 2018 Elsevier Inc. All rights reserved.					Drouin, Gaetan/H-4791-2013; Catheline, Daniel/AAL-7553-2020; Legrand, Philippe/AAM-6060-2020; Rioux, Vincent/AAY-4077-2020; Drouin, Gaetan/A-2661-2019; GUILLOCHEAU, Etienne/N-4491-2018	Drouin, Gaetan/0000-0001-8855-1525; GUILLOCHEAU, Etienne/0000-0002-1617-9936; CATHELINE, Daniel/0000-0002-7143-8216; Legrand, Philippe/0000-0001-5763-4854; Rioux, Vincent/0000-0001-9837-1675													0955-2863	1873-4847				JAN	2019	63						186	196		10.1016/j.jnutbio.2018.09.029	http://dx.doi.org/10.1016/j.jnutbio.2018.09.029								30412907					WOS:000454570000020
J	Sridhar, M; Ferri, D; Elsener, M; van Bokhoven, JA; Kröcher, O				Sridhar, Manasa; Ferri, Davide; Elsener, Martin; van Bokhoven, Jeroen Anton; Kroecher, Oliver			Promotion of Ammonium Formate and Formic Acid Decomposition over Au/TiO2 by Support Basicity under SCR-Relevant Conditions	ACS CATALYSIS												This work demonstrates the rational design of a dedicated hydrolysis catalyst for application in the selective catalytic reduction (SCR) of NOx. Modification of titania by lanthanum prior to gold deposition entailed highly improved catalytic activities for ammonium formate (AmFo) and formic acid decomposition under SCR-relevant conditions stemming from dual phenomena: particle size effect and base effect. Smaller gold particles were stabilized, and there was higher uptake of CO2 and formic acid, as demonstrated by HAADF-STEM and in situ DRIFT analyses, respectively. The difference in the activities between the lanthanum-modified, unmodified, and tungsten-modified catalysts was implicitly dictated by the formic acid coverage, which was in turn greatly increased in the presence of base. In situ DRIFT studies under reaction conditions identified formate as a relevant reaction intermediate, under reaction conditions. Higher E-a,E-app alongside a higher pre-exponential factor (A), describe an underlying compensation effect originating from the contribution of enthalpy associated with the desorption of the strongly adsorbed formate, which is consistent with the highly negative formic acid orders observed in the case of the lanthanum-modified catalysts. Gold is essential to achieve selectivity to CO2; its absence yields CO. The introduction of lanthanum to the catalytic system preferentially promoted the CO2 formation mechanism, enabling complete decomposition of formic acid selectively to CO2 at significantly lower gold loading and lower contact times, making it a promising candidate for decomposition of formate-based ammonia precursors in the SCR process.					Ferri, Davide/KCL-5205-2024; van Bokhoven, Jeroen/B-1677-2014; Kröcher, Oliver/B-2889-2014	Ferri, Davide/0000-0002-9354-5231; Krocher, Oliver/0000-0002-7268-7257													2155-5435					AUG	2015	5	8					4772	4782		10.1021/acscatal.5b01057	http://dx.doi.org/10.1021/acscatal.5b01057													WOS:000359395100033
J	Li, Y; Jiao, YQ; Yan, HJ; Tian, CG; Wu, AP; Fu, HG				Li, Yue; Jiao, Yanqing; Yan, Haijing; Tian, Chungui; Wu, Aiping; Fu, Honggang			Recent progress in synergistic electrocatalysis for generation of valuable products based on water cycle	NANO RESEARCH												Given the grim situation of global warming and energy crisis, replacing traditional energy conversions based on carbon cycle with water cycle is a sustainable development trend. The synergistic electrocatalysis for value-added chemical production through oxygen species (Oads: OH*, 0*, and OOH*) and the active hydrogen species (Hads) derived from water splitting powered by "green" electricity from renewable energy resource (wind, solar, etc.) is a promising manner, because of its reduced energy consumption and emission and high Faradaic efficiency. The study and summarization of catalytic mechanism of synergistic electrocatalysis are particularly significant, but are rarely involved. In this review, recent progress of various synergistic electrocatalysis systems for generating valuable products based on water cycle is systematically summarized. Importantly, the catalytic mechanism of synergistic electrocatalysis and the positive effect of (Dads and Had, species produced by water splitting during the synergistic electrocatalytsis are detailedly elucidated, Furthermore, the regulation of water -derived ()ads and Hads species for achieving efficient matchability of synergistic electrocatalysis is emphatically discussed. Finally, we propose the limitations and future goals of this synergistic system based on water cycle. This review is guidance for design of synergistic electrocatalysis architectures for producing valuable substances based on water cycle.					Fu, Honggang/C-5616-2018; Tian, Chungui/AGB-4516-2022; Jiao, Yan-Qing/C-9158-2015														1998-0124	1998-0000				MAY	2023	16	5					6444	6476		10.1007/s12274-023-5431-6	http://dx.doi.org/10.1007/s12274-023-5431-6		FEB 2023											WOS:000941340900008
J	Zheng, LP; Xia, SX; Lu, XY; Hou, ZY				Zheng, Liping; Xia, Shuixin; Lu, Xiuyang; Hou, Zhaoyin			Transesterification of glycerol with dimethyl carbonate over calcined Ca-Al hydrocalumite	CHINESE JOURNAL OF CATALYSIS												A series of Ca-Al hydrocalumite with different Ca/AI ratios (1-6) were synthesized and used in the transesterification of glycerol with dimethyl carbonate (DMC) to glycerol carbonate (GC) under mild conditions. The calcined Ca-Al hydrocalumites were active with a selectivity toward GC that reached 97% at 93% conversion of glycerol over the sample with Ca/Al = 2 at 70 degrees C, 3 h, and DMC/glycerol = 3. The glycerol conversion depended mainly on the proportion of strong basic sites in the calcined Ca-Al catalysts. The Ca12Al14O33 phase in the calcined catalysts was stable, but CaO was lost in recycle experiments and thus brought deactivation. (C) 2015, Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. All rights reserved.					Lu, Chenyang/F-9247-2018; Xia, Shuixin/LFU-4470-2024; Hou, Zhaoyin/D-5756-2014	Hou, Zhaoyin/0000-0002-9687-3863													0253-9837	1872-2067				OCT	2015	36	10					1759	1765		10.1016/s1872-2067(15)60915-9	http://dx.doi.org/10.1016/s1872-2067(15)60915-9													WOS:000362863700015
