PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Sheng, WX; Zhou, XX; Ajmal, S; Chen, X; Ma, YH; Chen, P; Zhu, MZ; Li, P				Sheng, Wenxiang; Zhou, Xiaoxing; Ajmal, Sara; Chen, Xiao; Ma, Yuanhang; Chen, Ping; Zhu, Mangzhou; Li, Peng			Dual-doped medium-entropy phosphides for complete urea electrolysis	JOURNAL OF COLLOID AND INTERFACE SCIENCE												Developing dual-functional electrocatalysts for urea-water decomposition still faces significant challenges. In this study, the vanadium (V) and cerium (Ce) co-doped FeCoNi medium-entropy phosphide (VCe-FeCoNiP/NF) were effectively fabricated on nickel foam (NF) via "two-step method," which involved hydrothermal treatment followed by phosphorization. Experimental results indicate that, benefiting from dual-ion doping and medium-entropy configuration, VCe-FeCoNiP/NF demonstrates unique electronic effects among the multimetallic elements, thereby exhibited remarkable catalytic activity for both urea oxidation reaction (UOR) and hydrogen evolution reaction (HER). Under urea-water conditions (1 M KOH with 0.33 M urea), the VCe-FeCoNi/NF catalyst merely required 1.338 V (vs RHE) and an overpotential of 173 mV to attain a current density of 100 mA<middle dot>cm(-2) for UOR and HER, respectively. Moreover, it could stably operate at a current density of 20 mA<middle dot>cm(-2) for 225 h in overall urea-water decomposition. This work provides new insights for designing high-performance urea-water electrolysis catalysts.					Ma, Yuanhang/JXX-9224-2024														0021-9797	1095-7103				JAN 15	2025	678		C				1192	1202		10.1016/j.jcis.2024.09.142	http://dx.doi.org/10.1016/j.jcis.2024.09.142		SEP 2024						39342864					WOS:001328414400001
J	Kim, M; Min, K; Ko, D; Seong, H; Shim, SE; Baeck, SH				Kim, Minjung; Min, Kyeongseok; Ko, Dasol; Seong, Haemin; Shim, Sang Eun; Baeck, Sung-Hyeon			Regulating the electronic structure of Ni2P by one-step Co, N dual-doping for boosting electrocatalytic performance toward oxygen evolution reaction and urea oxidation reaction	JOURNAL OF COLLOID AND INTERFACE SCIENCE												The development of efficient bifunctional electrocatalysts for oxygen evolution reaction (OER) and urea oxidation reaction (UOR) is critical for hydrogen production and wastewater purification. In this work, we propose a facile synthetic method for Co and N dual-doped Ni2P directly grown on Ni foam (Co-Ni2P-N/NF) using hydrothermal and annealing process. Simultaneous Co and N dual-doping into Ni2P not only modifies the surface electronic structure, but also generates a multitude of active sites with high valence states, which are beneficial for improving electrocatalytic kinetics for both OER and UOR. As a result, the Co-Ni2P-N/NF catalyst exhibits a low overpotential of 329 mV to deliver a current density of 100 mA cm-2 for OER in alkaline solution, which is much lower than that of the state-of-the-art RuO2 electrocatalyst. In addition, the urea-assisted water oxidation process exhibits a significant reduction of approximately 163 mV in the required potential at 100 mA cm-2 compared to that of the OER, which highlights the remarkable potential of the prepared Co-Ni2P-N/NF electrocatalyst in facilitating the purification of wastewater and hydrogen production with significantly lower energy consumption.																			0021-9797	1095-7103				NOV 15	2023	650		B				1851	1861		10.1016/j.jcis.2023.07.158	http://dx.doi.org/10.1016/j.jcis.2023.07.158		JUL 2023						37515975					WOS:001051414200001
J	Ai, LH; Wang, XZ; Luo, JY; Jiang, J				Ai, Lunhong; Wang, Xinzhi; Luo, Jingyu; Jiang, Jing			Superwettable and photothermal all-in-one electrocatalyst for boosting water/urea electrolysis	JOURNAL OF COLLOID AND INTERFACE SCIENCE												Developing multifunctional all-in-one electrocatalysts for energy-saving hydrogen generation remains a challenge. In this study, a simple and feasible thermal phosphorization strategy is explored to rationally construct Pdoped MoO2-NiMoO4 heterostructure on nickel foam (NF). The heterointerfaced P-MoO2-NiMoO4/NF can simultaneously realize the integrated all-in-one functionalities, innovatively introducing superwettable surfaces, photothermal conversion capabilities and electrocatalytic functions. The superwettability gives P-MoO2NiMoO4/NF sufficient electrolyte permeation and smooth bubble detachment. The plasmonic MoO2 with photothermal performance greatly elevates the local surface temperature of in P-MoO2-NiMoO4/NF, which is conducive to improve the electrocatalytic efficiency. The favorable in-situ surface reconstruction brings abundant active sites for electrocatalytic reactions. As an advanced multifunctional electrocatalyst, the superwettable and photothermal P-MoO2-NiMoO4/NF exhibits significantly improved performances in oxygen evolution reaction (OER) and urea oxidation reaction (UOR). More importantly, the highly efficient and stable overall waterurea electrolysis assisted by photothermal fields can be simply achieved by exposing P-MoO2-NiMoO4/NF to near-infrared (NIR) light.					Ai, Lunhong/ADY-3609-2022														0021-9797	1095-7103				AUG 15	2023	644						134	145		10.1016/j.jcis.2023.04.031	http://dx.doi.org/10.1016/j.jcis.2023.04.031		APR 2023						37105037					WOS:000987963600001
J	Wang, C; Lu, HL; Mao, ZY; Yan, CL; Shen, GZ; Wang, XF				Wang, Chao; Lu, Haoliang; Mao, Zeyang; Yan, Chenglin; Shen, Guozhen; Wang, Xianfu			Bimetal Schottky Heterojunction Boosting Energy-Saving Hydrogen Production from Alkaline Water via Urea Electrocatalysis	ADVANCED FUNCTIONAL MATERIALS												Hydrogen production via water electrocatalysis is limited by the sluggish anodic oxygen evolution reaction (OER) that requires a high overpotential. In response, a urea-assisted energy-saving alkaline hydrogen-production system has been investigated by replacing OER with a more oxidizable urea oxidation reaction (UOR). A bimetal heterostructure CoMn/CoMn2O4 as a bifunctional catalyst is constructed in an alkaline system for both urea oxidation and hydrogen evolution reaction (HER). Based on the Schottky heterojunction structure, CoMn/CoMn2O4 induces self-driven charge transfer at the interface, which facilitates the absorption of reactant molecules and the fracture of chemical bonds, therefore triggering the decomposition of water and urea. As a result, the heterostructured electrode exhibits ultralow potentials of -0.069 and 1.32 V (vs reversible hydrogen electrode) to reach 10 mA cm(-2) for HER and UOR, respectively, in alkaline solution, and the full urea electrolysis driven by CoMn/CoMn2O4 delivers 10 mA cm(-2) at a relatively low potential of 1.51 V and performs stably for more than 15 h. This represents a novel strategy of Mott-Schottky hybrids in electrocatalysts and should inspire the development of sustainable energy conversion by combining hydrogen production and sewage treatment.					Shen, Guozhen/N-3548-2017; Yan, Chenglin/F-6549-2010; yan, Chenglin/KFS-8716-2024; Wang, Xianfu/F-5621-2014	Shen, Guozhen/0000-0002-9755-1647; Wang, Chao/0000-0002-1486-0525; yan, Chenglin/0000-0003-4467-9441; Wang, Xianfu/0000-0002-2066-7473													1616-301X	1616-3028				MAY	2020	30	21							2000556	10.1002/adfm.202000556	http://dx.doi.org/10.1002/adfm.202000556		FEB 2020											WOS:000516610600001
J	Yan, XD; Xiang, L; Zhang, WD; Xu, HW; Yao, Y; Liu, JY; Gu, ZG				Yan, Xiaodong; Xiang, Li; Zhang, Wen-Da; Xu, Hanwen; Yao, Yang; Liu, Jiangyong; Gu, Zhi-Guo			Metal organic framework-assisted in-situ synthesis of β-NiMnOOH nanosheets with abundant NiOOH active sites for efficient electro-oxidation of urea	JOURNAL OF COLLOID AND INTERFACE SCIENCE												NiOOH has been considered as the active center for urea oxidation reaction (UOR), but it remains challenging to synthesize high-performance NiOOH-based catalysts. Herein, we realize the synthesis of a high-performance NiOOH-based catalyst through in-situ transformation from the NiMn-based metal-organic framework to NiMnOOH. X-ray photoelectron spectroscopy characterization shows that the Ni3+/Ni2+ ratio in the NiMnOOH is 3.9 times as big as that in the Ni(OH)(2), and in-situ Raman characterization further consolidates the presence of the NiOOH species in the NiMnOOH and as well unveils the faciliated Ni2+/Ni3+ redox reaction. The abundant NiOOH species, the markedly facilitated Ni2+/Ni3+ redox reaction and the Ni-Mn synergy contribute to the high intrinsic activity of the NiMnOOH towards UOR. The NiMnOOH exhibits an impressively low onset potential of 1.305 V vs reversible hydrogen electrode (RHE) and requires only a small potential of 1.34 V vs RHE to deliver a current density of 100 mA cm(-2) in 1.0 M KOH + 0.33 M urea. In addition, the NiMnOOH catalyst possesses good long-term working stability. (C) 2022 Elsevier Inc. All rights reserved.					Xu, Hanwen/AAA-7042-2020; Zhang, Wenda/AFQ-6842-2022; Yao, Yang/ABB-5928-2021; Zhang, Wen-Da/HNB-3251-2023; Yan, Xiaodong/A-2493-2016	Zhang, Wen-Da/0000-0002-7505-253X; Yan, Xiaodong/0000-0003-1990-8927													0021-9797	1095-7103				JAN	2023	629		B				370	378		10.1016/j.jcis.2022.08.155	http://dx.doi.org/10.1016/j.jcis.2022.08.155		SEP 2022						36162394					WOS:000910529900004
J	Liu, YH; Hung, CH; Hsu, CL				Liu, Yi-Hung; Hung, Chi-Han; Hsu, Cheng-Liang			Electrochemical fabrication of carbon fiber-based nickel hydroxide/carbon nanotube composite electrodes for improved electro-oxidation of the urea present in alkaline solutions	SEPARATION AND PURIFICATION TECHNOLOGY												A Ni(OH)(2)/carbon nanotube (CNT)/carbon fiber (CF) composite electrode was developed, and its electrode kinetics was investigated to improve its urea oxidation reaction (UOR) performance. The fabrication of the electrode was done using electrophoretic co-deposition combined with hydrothermal reaction. Scanning electron microscopy (SEM), X-ray diffraction (XRD), X-ray photoelectron spectroscopy (XPS), and Raman spectroscopy were used to examine the electrode properties, while cyclic voltammetry (CV), linear sweep voltammetry (LSV), and electrochemical impedance spectroscopy (EIS) were used to study the electrode kinetics. The prepared catalyst that had a flake-like structure was an alpha phase Ni(OH)(2) catalyst, which mixed well with the CNTs to form a composite layer on the CF substrate. The alpha-Ni(OH)(2)/CNT/CF electrode displayed satisfactory UOR performance because it had a higher oxidation current and a lower overpotential than those of either the alpha-Ni(OH)(2)/CF electrode or CF electrode. These improved properties of the alpha-Ni(OH)(2)/CNT/CF electrode can be because of the active and reversible Ni2+/Ni3+ redox reaction, which has high rate constant and anodic transfer coefficient, of the alpha-Ni(OH)(2)/CNT composite. Moreover, compared with alpha-Ni(OH)(2)/CF or CF electrodes, the alpha-Ni(OH)(2)/CNT/ CF electrode has a low charge transfer resistance because of the increase in the reaction surface area and electrical conductivity caused by the CNTs. Overall, the composite electrode combines the advantages of the alpha-Ni (OH)(2) catalyst, CNT conductive network, and CF current collector for improved UOR performance, which will be beneficial for urea pollution mitigation and H-2 production.					Hsu, Cheng-Liang/A-5556-2017														1383-5866	1873-3794				MAR 1	2021	258		1						118002	10.1016/j.seppur.2020.118002	http://dx.doi.org/10.1016/j.seppur.2020.118002													WOS:000598714800005
J	Guo, F; Ye, K; Cheng, K; Wang, GL; Cao, DX				Guo, Fen; Ye, Ke; Cheng, Kui; Wang, Guiling; Cao, Dianxue			Preparation of nickel nanowire arrays electrode for urea electrooxidation in alkaline medium	JOURNAL OF POWER SOURCES												Fully metallic nickel nanowire arrays (NWAs) electrode is prepared by electrodepositing nickel within the pores and over-plating on the surface of polycarbonate template (PCT) with subsequent dissolution of the template in dichloromethane. The as-prepared electrode is characterized by X-ray diffraction (XRD), scanning electron microscopy (SEM) and transmission electron microscopy (TEM). Urea electro-oxidation reaction in KOH solution on the nickel NWAs electrode is investigated by cyclic voltammetry (CV), chronoamperometry (CA) and electrochemical impedance spectroscopy (EIS) tests. The results show that the nickel NWAs electrode achieves an onset oxidation potential of 0.25 V (vs. Ag/AgCl) and a peak current density of 160 mA cm(-2) in 5 mol L-1 KOH and 033 mol L-1 urea accompanied with considerable stability. (C) 2015 Elsevier B.V. All rights reserved.					Ye, Ke/T-8053-2017; Cao, Dianxue/I-7856-2019; Wang, Guiling/AFK-5202-2022; Cheng, Kui/J-3068-2014; Cao, Dianxue/J-1505-2012	Guo, Fen/0000-0002-1740-535X; Ye, Ke/0000-0003-2633-4503; Cheng, Kui/0000-0001-9396-1545; Cao, Dianxue/0000-0003-2197-3859													0378-7753	1873-2755				MAR 15	2015	278						562	568		10.1016/j.jpowsour.2014.12.125	http://dx.doi.org/10.1016/j.jpowsour.2014.12.125													WOS:000350181400068
J	Gurrola, MP; Cruz, JC; Espinosa-Lagunes, FI; Martínez-Lázaro, A; Ledesma-García, J; Arriaga, LG; Escalona-Villalpando, RA				Gurrola, M. P.; Cruz, J. C.; Espinosa-Lagunes, F. I.; Martinez-Lazaro, A.; Ledesma-Garcia, J.; Arriaga, L. G.; Escalona-Villalpando, R. A.			Perspective of Use of Pd/rGO in a Direct Urea Microfluidic Fuel Cell	CATALYSTS												The urine/urea oxidation reaction through catalysts with a higher performance in direct urea microfluidic fuel cells (DU mu FC) is a promising method for power generation due to the large amount of human and animal urine containing 2-2.5 wt% urea. This paper presents a study that used urea as fuel in a DU mu FC in the presence of palladium supported by reduced graphene oxide (rGO) for power generation. Some parameters, such as urea, KOH and H2SO4 concentration and flux rate, among others, are optimized in order to carry out the evaluation of urine samples as fuel in an air-breathing microfluidic fuel cell. The results show that the Pd/rGo catalyst mixed with Nafion (R) in the anodic compartment is dispersed and attached to the paper fibers, generating electrical contact and giving rise to the reactions of interest. In addition, XRD analysis confirmed the successful deposition of Pd and rGo on the substrate. These electrochemical results are promising, since, despite the decrease in the general performance of the DU mu FC under ideal conditions with respect to normal cells, the generation of energy from urine was demonstrated.					espinosa lagunes, fabiola ilian/P-9237-2016; Escalona-Villalpando, Ricardo/JAD-1379-2023; Gurrola, Mayra/GYU-8659-2022; Cruz, Julio/HKW-0397-2023; Escalona-Villalpando, Ricardo A./AAV-2919-2021	Cruz, Julio/0000-0001-8664-9422; Ledesma-Garcia, J./0000-0002-0677-4280; Escalona-Villalpando, Ricardo A./0000-0003-0707-040X; Gurrola, Mayra Polett/0000-0002-4060-3450														2073-4344				APR 22	2023	13	5							788	10.3390/catal13050788	http://dx.doi.org/10.3390/catal13050788													WOS:000996630600001
J	Chen, TY; Wu, QK; Li, F; Zhong, R; Chen, Z				Chen, Taiyu; Wu, Qikang; Li, Feng; Zhong, Rui; Chen, Zheng			Co2P-Ni3S2 Heterostructured Nanocrystals as Catalysts for Urea Electrooxidation and Urea-Assisted Water Splitting	ACS APPLIED NANO MATERIALS												In order to realize efficient hydrogen production with low energy consumption, the urea oxidation reaction (UOR) is used as a substitute for the oxygen evolution reaction (OER) to reduce the thermodynamic potential of water electrolysis. Highly efficient and stable nonprecious metal electrocatalysts are desired to resolve the slow kinetics resulted from the six-electron transfer process inherent in UOR. Here, the heterostructured nanocrystals of Co2P-Ni3S2 were constructed through deposition of Ni salt on acetylene black coated with CoP species (Co2P-Ni3S2/C) and subsequent vulcanization. Compared with single component CoP/C and Ni3S2/C, the Co2P-Ni3S2/C with optimal ratio of Co2P and Ni3S2 shows lower potential (1.338 V) to reach 10 mA<middle dot>cm(-2), which also realizes good long-term stability for nearly 100 h in chronoamperometry test. The X-ray photoelectron spectroscopy and UOR results together revealed that Ni3+ is the main site to form active intermediates, which is formed by the electron transfer from Ni3S2 to Co2P through a heterostructured interface. Inspired by the excellent UOR activity of Co2P-Ni3S2/C, as an anode in electrolyte for hydrogen evolution through urea-assisted water splitting, the current density of 10 mA<middle dot>cm(-2) can be achieved at a potential of only 1.389 V. Therefore, the construction of two component heterostructure is conducive to electron transfer and active site regulation, so as to realize the development of effective UOR catalyst and promote the UOR application for energy-saving hydrogen production.						Zhong, Rui/0000-0003-4437-6870; Wu, Qikang/0009-0008-2906-0951														2574-0970				OCT 4	2023	6	19					18364	18371		10.1021/acsanm.3c03617	http://dx.doi.org/10.1021/acsanm.3c03617		OCT 2023											WOS:001078938700001
J	Li, XY; Wang, YH; Du, XQ; Zhang, XS				Li, Xinyu; Wang, Yanhong; Du, Xiaoqiang; Zhang, Xiaoshuang			Controlled synthesis of X (X = Mo, Cr and W) doped NiCoP nanostructures as efficient and environmentally friendly urea electrolysis catalyst	FUEL												Urea electrolysis is an effective way to replace water splitting for H2 generation, which is expected to achieve carbon neutralization. However, problems such as high energy consumption and slow urea oxidation kinetics have hindered its rapid development. In this study, a series of foreign element modified NiCoP-based catalysts were in-situ grown on Ni foam through hydrothermal process, solvothermal method and low temperature phosphating method. The morphology of the electrode was regulated by changing the impregnation elements. It was found that Mo3P@NiCoP/NF has rich active sites and small impedance, which makes it have excellent urea oxidation reaction (UOR) and hydrogen evolution reaction (HER) property. At a current density of 10 mA cm -2, the potential of UOR is 1.206 V, and the overpotential of HER is 90 mV. The assembled Mo3P@NiCoP/NF / / Mo3P@NiCoP/NF cell demands only a potential of 1.285 V to drive a current density of 10 mA cm -2, and presents good durability within 12 h, which is one of the best electrochemistry activity and stability reported to date. Density functional theory suggests that NiCoP improves the reaction rate of this Mo3P@NiCoP/NF catalyst, and Mo3P enhances the metallicity of this catalyst, thereby enhancing the catalytic performance of Mo3P@Ni- CoP/NF.																			0016-2361	1873-7153				JUN 1	2024	365								131219	10.1016/j.fuel.2024.131219	http://dx.doi.org/10.1016/j.fuel.2024.131219		FEB 2024											WOS:001187965800001
J	Klahan, K; Loget, G; Pattanasattayavong, P				Klahan, Kanokwan; Loget, Gabriel; Pattanasattayavong, Pichaya			Copper-Nickel Alloy Modified-Silicon Photoanodes for Photoelectrochemical Water Oxidation and Urea Oxidation	CHEMNANOMAT												The development of silicon (Si) photoanodes for photoelectrochemical (PEC) oxidation is highly crucial for the progress of solar-driven hydrogen production. Apart from the typical water oxidation reaction or oxygen evolution reaction (OER), the urea oxidation reaction (UOR) is gaining more attention due to favorable thermodynamics. In this work, we study Si photoanodes modified with electrodeposited copper-nickel (CuNi) alloy for OER and UOR. The optimized photoanodes exhibit a low onset potential of 1.15 V vs reversible hydrogen electrode (RHE) and a current density of 6 mA cm-2 at 1.23 V vs RHE (the thermodynamic potential for water oxidation) for OER. Further, CuNi alloy-modified photoanodes can drive the UOR at a lower onset potential (1.05 V vs RHE) and generate a higher current density of 31 mA cm-2 at 1.23 V vs RHE. Importantly, the CuNi alloy can extend the stability for UOR under PEC conditions when compared to a planar Ni film deposited by a vacuum-based process. This work demonstrates that CuNi alloy can further improve the properties of inhomogeneous metal-insulator-semiconductor Si photoanodes which can be efficiently utilized for both OER and UOR. Silicon photoanodes modified with CuNi show high performance for photoelectrochemical water oxidation and urea oxidation. The activation step by potential cycling occurs via Cu dealloying and NiOx formation, resulting in an inhomogeneous metal-insulator-semiconductor junction that can produce a large photovoltage. CuNi coating leads to higher electrocatalytic activity and better stability for urea oxidation compared to Ni-film. image					Pattanasattayavong, Pichaya/L-7664-2015; Loget, Gabriel/G-9558-2011	Pattanasattayavong, Pichaya/0000-0001-6374-1840; Klahan, Kanokwan/0000-0003-2345-1632; Loget, Gabriel/0000-0003-4809-5013													2199-692X					AUG	2024	10	8								10.1002/cnma.202400036	http://dx.doi.org/10.1002/cnma.202400036		JUN 2024											WOS:001254114700001
J	Sohel, A; Kovilakath, MSN; Gogoi, PJ; Ansari, H; Phukan, P; Bag, S; John, NS; Baksi, A				Sohel, Amir; Kovilakath, Muhammed Safeer Naduvil; Gogoi, Palash J.; Ansari, Hasem; Phukan, Plabana; Bag, Soumabha; John, Neena S.; Baksi, Ananya			Mechanistic Insights into the Stabilization of In Situ Formed γ-NiOOH Species on Ni60Nb40 Nanoglass for Effective Urea Electro-Oxidation	SMALL												The formation of NiOOH on the catalyst surface is widely considered to be the active species in electrochemical urea oxidation reactions (UOR). Though in situ-formed NiOOH species are reported to be more active than the synthesized ones, the mechanistic study of the actual active species remains a daunting task due to the possibility of different phases and instability of surface-formed NiOOH. Herein, mechanistic UOR aspects of electrochemically activated metallic Ni60Nb40 Nanoglass showing stability toward the gamma-NiOOH phase are reported, probed via in situ Raman spectroscopy, supported by electron microscopy analysis and X-ray photoelectron spectroscopy in contrast with the beta-NiOOH formation favored on Ni foil. Detailed mechanistic study further reveals that gamma-NiOOH predominantly follows a direct UOR mechanism while beta-NiOOH favors indirect UOR from time-dependent Raman study, and electrochemical impedance spectroscopy (EIS) analysis. The Nanoglass has shown outstanding UOR performance with a low Tafel slope of 16 mV dec(-1) and stability for prolonged electrolysis (approximate to 38 mA cm(-2) for 70 h) that can be attributed to the nanostructured glassy interfaces facilitating more gamma-NiOOH species formation and stabilization on the surface. The present study opens up a new direction for the development of inexpensive Ni-based UOR catalysts and sheds light on the UOR mechanism.					Baksi, Ananya/AAH-4490-2021; John, Neena/N-5510-2015; Bag, Soumabha/AAC-5952-2020														1613-6810	1613-6829				NOV	2024	20	47								10.1002/smll.202405160	http://dx.doi.org/10.1002/smll.202405160		AUG 2024						39109948					WOS:001285352400001
J	Wang, Y; Lu, Y; Shi, YW; Wang, JJ; Zheng, YY; Pan, JQ; Li, CR; Cao, J				Wang, Yu; Lu, Yi; Shi, Yiwei; Wang, Jingjing; Zheng, Yingying; Pan, Jiaqi; Li, Chaorong; Cao, Jun			Realizing highly-efficient urea oxidation via decreasing the energy barrier of deprotonation over regulated electronic structure of Co doped Ni(OH)2	APPLIED SURFACE SCIENCE												Urea oxidation reaction (UOR) has been endorsed as an energy-saving approach for assisting hydrogen evolution, and Ni(OH)(2)-based catalysts has been widely used as efficient candidates for catalyzing UOR. However, the sluggish deprotonation process characterized by high energy barriers restricts the achievement of high efficiency. In this study, isoelectronic Co was introduced into Ni(OH)(2) by one-step hydrothermal reaction. The doped Co induced electrons located on Ni centre, and decreased the redox potential of Ni2+/Ni3+. Consequently, the performance of Ni(OH)(2) toward UOR was boosted, with the optimized 5 %Co-Ni(OH)(2) exhibiting the lowest potential of 1.357 V vs RHE at 100 mA cm(-2) and outstanding stability operating over 100 h at 10 mA cm(-2). Moreover, a cell assembled by 5 %Co-Ni(OH)(2)/NF and Pt/C/NF outperformed better performance of urea electrolysis comparing with the commercial cell assembled by Pt/C/NF and RuO2/NF. Density functional theory (DFT) calculations revealed that the introduced Co regulated the electronic structure of Ni(OH)(2), resulting in an optimized d-band centre. Moreover, the doped Co altered the initial adsorption coordination of urea molecules on NiOOH surface and reduced energy barrier for the consecutive deprotonation process (rate-determination step), which enhanced catalytic dynamic and subsequently led to a boosted performance toward UOR.					Pan, Jiaqi/LKM-5097-2024; Cao, Jun/GZM-1258-2022	yu, wang/0009-0003-8835-0071													0169-4332	1873-5584				DEC 15	2023	640								158391	10.1016/j.apsusc.2023.158391	http://dx.doi.org/10.1016/j.apsusc.2023.158391		SEP 2023											WOS:001077850500001
J	Li, B; Bi, XR; Zhou, JB; Li, CM; Zhao, PQ; Meng, X				Li, Bo; Bi, Xiuru; Zhou, Jinbo; Li, Changming; Zhao, Peiqing; Meng, Xu			Synthesis of Crystalline OMS-2 with Urea Hydrogen Peroxide and its Application in Aerobic Oxidation Reactions	CHEMISTRYSELECT												Cryptomelane-type manganese oxide (OMS-2) was synthesized successfully using urea hydrogen peroxide (urea H2O2) as the reductant in an acidic buffer solution. As-prepared crystalline material was fully characterized by XRD, BET, XPS, SEM and HRTEM. The results demonstrate that OMS-2 has nanofiber with short nanorod morphologies, very rich oxygen vacancy defects and more exposed crystal facets compared with ones synthesized with other H2O2-containing reductants. These unique properties make nanostructural OMS-2 an excellent heterogeneous catalyst in aerobic oxidation reactions, such as selective oxidation of mercaptan and oxygenation of alkylarenes.					Li, Chang Ming/KLZ-5521-2024	meng, xu/0000-0002-4131-3383													2365-6549					MAY 31	2019	4	20					6074	6079		10.1002/slct.201901205	http://dx.doi.org/10.1002/slct.201901205													WOS:000473422500011
J	Liu, WX; Qin, ZG; Dai, XJ; Meng, SB; Niu, XX; Shi, WH; Wu, FF; Cao, XH				Liu, Wenxian; Qin, Zhengguang; Dai, Xiaojing; Meng, Shibo; Niu, Xinxin; Shi, Wenhui; Wu, Fangfang; Cao, Xiehong			Coupling of NiFe Layered Double Hydroxides with Sulfides for Highly Efficient Urea Electrolysis and Hydrogen Evolution	ENERGIES												Urea electrolysis is regarded as a prospective method for energy-saving hydrogen production. However, the practical application of this technology is limited by the lack of high-performance bifunctional catalysts for hydrogen evolution reaction (HER) and urea oxidation reaction (UOR). Herein, a heterostructure catalyst composed of NiFe layered double hydroxide (LDH) and sulfides (NiFe LDH-NiFeSx/NF) catalysts is prepared via a simple one-step hydrothermal approach. Remarkably, the prepared NiFe LDH-NiFeSx/NF required 138 mV and 1.34 V to achieve 10 mA cm(-2) for HER and UOR in 1 M KOH and 0.33 M urea, respectively. Furthermore, when NiFe LDH-NiFeSx/NF is used as a cathode for urea electrolysis, only 1.44 V is required at 10 mA cm(-2), which is much lower than the 1.53 V needed for overall water splitting.					Cao, Xiehong/I-9665-2014; wu, fang/KYO-8139-2024; Shi, Wenhui/JWQ-0121-2024															1996-1073				FEB	2023	16	3							1092	10.3390/en16031092	http://dx.doi.org/10.3390/en16031092													WOS:000930773900001
J	Kim, JG; Park, SM; Lee, ME; Kwon, EE; Baek, K				Kim, Jong-Gook; Park, Sang-Min; Lee, Myeong Eun; Kwon, Eilhann E.; Baek, Kitae			Photocatalytic co-oxidation of As(III) and Orange G using urea-derived g-C3N4 and persulfate	CHEMOSPHERE												Urea was thermally degraded to be transformed into graphitic carbon nitride (g-C3N4), and the fabricated charring compound was aimed to use a photocatalyst for the simultaneous removal of Orange G (OG) and trivalent arsenic (As(III)) through photocatalytic oxidation. This study experimentally revealed that the degradation of OG substantially restricted the oxidation performance for As(III). To mitigate the unwanted inhibition arising from the decomposition of OG, persulfate (PS) was intentionally added, which synergistically expedited the reaction kinetics for governing the oxidation performance for both OG and As(III). Hydroxyl radicals formed in the presence of g-C3N4 become a driving force for PS to expedited sulfate radicals, which substantially increased the oxidation of OG and As(III). The intrinsic structure of g-C3N4 enhancing the photocatalytic stability guaranteed the re-usability of the photocatalyst. For instance, the fabricated photocatalyst in this study exhibited the same oxidation performance at least three times. Despite the intrinsic charring compound (i.e., high porosity), this study reported that the synthesized catalyst did not adsorb As species, therefore, the further treatment is required to remove the oxidized As. Thus, all experimental findings suggest that g-C3N4 derived from urea and PS could synergistically co-oxidize azo dye compound and As(III) from the aqueous phase. (C) 2018 Elsevier Ltd. All rights reserved.					Kwon, Eilhann/AGY-3339-2022; Baek, Kitae/F-1515-2011	Baek, Kitae/0000-0002-7976-6484													0045-6535	1879-1298				DEC	2018	212						193	199		10.1016/j.chemosphere.2018.08.081	http://dx.doi.org/10.1016/j.chemosphere.2018.08.081								30144680					WOS:000447478100022
