PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Fandi, Z; Ameur, N; Brahimi, FT; Bedrane, S; Bachir, R				Fandi, Zoulikha; Ameur, Nawal; Brahimi, Fawzia Taieb; Bedrane, Sumeya; Bachir, Redouane			Photocatalytic and corrosion inhibitor performances of CeO2 nanoparticles decorated by noble metals: Au, Ag, Pt	JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING												The present work aims to study the photocatalytic degradation and inhibitor corrosion properties of based on CeO2 nanoparticles (CeNPs). Moreover, this article seeks to investigate the effect of doping CeNPs by plasmonic nanoparticles, as gold (AuNPs), silver (AgNPs) and platinum (PtNPs). CeNPs are obtained by a precipitation process, while the deposition precipitation using urea (DPU) method was chosen to dope the CeNPs. The physicochemical characteristics of materials have performed using various techniques such as: XRD, RD/UV-vis, FTIR, BET, and TG-DTA analysis. The photocatalytic performance of the synthesized nanomaterials was investigated in terms of their efficiency for the photodegradation of methyl orange (MO) in an aqueous solution under different illumination (UVA and UVC). The degradation rates exceeding 92 % could be achieved in very short times depending on the dopant and the illumination nature. However, the corrosion inhibition properties of synthesized nanomaterials on mild steel in acid medium (hydrochloric acid, 1 N) were estimated using a weight loss method. The inhibition efficiency achieved 80-96 % and increase with concentration. It was concluded that the studied nanomaterials are a potential photocatalysts and corrosion inhibitors.					BAchir, Redouane/AAE-5457-2019; Ameur, Nawal/AAC-6707-2021; BEDRANE, Sumeya/L-3272-2013	BEDRANE, Sumeya/0000-0002-3011-1372														2213-3437				OCT	2020	8	5							104346	10.1016/j.jece.2020.104346	http://dx.doi.org/10.1016/j.jece.2020.104346													WOS:000575547100006
J	Mojtahedin, A; Seifdavati, J; Seyedsharifi, R				Mojtahedin, Ali; Seifdavati, Jamal; Seyedsharifi, Reza			Effects of different levels of dietary Citrus Limon essential oil on some blood parameters and antioxidant status in Afshari Ewes	CELLULAR AND MOLECULAR BIOLOGY												Citrus Limon Oil (CLO) is known as antioxidant resource and contains limonoids, flavonoids and phenolic compounds. This study was conducted to investigate the effects of different levels of CLO on blood parameters and antioxidant status in Afshari ewes. Six adults Afshari ewes (3-4 years old and 51 +/- 5 kg) were randomly allocated to 3x3 Latin square design with three diets in 21 days period. Dietary treatments included: 1) control diet, 2) control diet with 200 mg/day CLO, and 3) control diet with 400 mg/day CLO. To evaluate the antioxidant effect of the CLO, sustainable elimination of free radicals by DPPH and ABTS methods were used. The antioxidant activity of essential oils in DPPH method at doses of 32.5, 45, 130, 260 and 520 mg/ml were 9, 16, 31, 49 and 89%, respectively. Also, antioxidant activity of essential oils in ABTS method at doses of 32.5, 45, 130, 260 and 520 mg/ml were 49, 73, 81, 89 and 95%, respectively. CLO treatments did not affect glucose, blood urea nitrogen, albumin, total protein, low density lipoprotein, while improved the concentration of high-density lipoprotein (P>0.01). Results showed that supplementation with CLO significantly decreased (P<0.01) cholesterol, triglycerides and very low density lipoprotein concentrations compared with control. There was no significant difference in analyzed blood bio-chemicals and serum enzymes level between different antioxidant activity methods and groups, suggesting general well-being of ewes. These results suggest that, CLO supplementation had a positive impact on blood traits and antioxidant status of the Afshari ewes.					Seifdavati, Jamal/AAA-2444-2021	seyedsharifi, reza/0000-0003-4593-2058; Seifdavati, Jamal/0000-0001-6794-4450													0145-5680	1165-158X					2018	64	1					47	51		10.14715/cmb/2018.64.1.9	http://dx.doi.org/10.14715/cmb/2018.64.1.9								29412793					WOS:000425228400008
J	Abid, AA; Gu, C; Zhang, QC; Wang, JW; Di, HJ				Abid, Abbas Ali; Gu, Chao; Zhang, Qichun; Wang, JingWen; Di, Hongjie			Nitrous oxide fluxes and nitrifier and denitrifier communites as affected by dry-wet cycles in long term fertilized paddy soils	APPLIED SOIL ECOLOGY												Drying and rewetting events of soil represents a common physiological stress for soil microbial communities. We investigated the effect of alternate drying-rewetting cycles on N2O emissions and soil microbial communities in jar experiments with soil samples. The results showed that instant flooding and air-drying moments are two important steps of soil drying and rewetting periods influencing soil microbial communities and N2O emissions. N2O fluxes in the air dry (AD) steps were always higher than those in the instant flooding (IF) steps, especially in the early stages of AD and IF. The soil treated with long-term organic matter and chemical fertilizer promoted N2O emissions but inhibited the N2O release from newly applied urea when soil went through drying and rewetting events. Soil moisture content(s) also significantly affected the growth of ammonia oxidiser and denitrifier communities, with the functional gene abundance increasing with increasing soil moisture content. While comparing first and second cycles, N2O fluxes were six times higher in the first cycle than in the second cycle. It is concluded that sudden changes in moisture condition influenced the N2O flux, and nitrifier and denitrifier functional genes by affecting the growth of ammonia oxidiser and denitrifier communities.					Zhang, Qichun/AAN-6970-2020; Di, Hong Jie/G-5583-2010														0929-1393	1873-0272				APR	2018	125						81	87		10.1016/j.apsoil.2017.12.008	http://dx.doi.org/10.1016/j.apsoil.2017.12.008													WOS:000430170700009
J	Li, MM; Gui, P; Zheng, LN; Li, JA; Xue, G; Liang, JS				Li, Miaomiao; Gui, Peng; Zheng, Luning; Li, Jiaang; Xue, Gang; Liang, Jinsheng			Active Component Migration and Catalytic Properties of Nitrogen Modified Composite Catalytic Materials	CATALYSTS												During the catalytic combustion reaction of methane, the migration of the active species on surface facilitates the catalytic reaction, and the element doping can improve the redox performance of the catalyst. Nitrogen-modified perovskite type composite catalysts were prepared by hydrothermal method and then characterized by X-ray diffractometer (XRD), scanning electron microscopy (SEM), Brunauer-Emmett-Teller (BET), temperature-programmed reductions (TPR), and X-ray photoelectron spectra (XPS). The results revealed that nitrogen sources (urea, biuret, melamine, carbohydrazide, and semicarbazide hydrochloride) and nitrogen source addition changed the catalytic performance in physical and chemical properties, the migration of reactive species and the catalytic performance. When the addition amount of semicarbazide hydrochloride was three times that of LaCoO3, the composite catalysts had high Co3+/Co2+ (1.39) and O-ads/O-lat (15.18) and showed the best catalytic performance: the temperatures that are required for achieving methane conversion of 50% and 90% were 277 and 360 degrees C, which are more effective than noble metal oxides. Moreover, the in situ diffuse reflectance infrared fourier transform spectroscopy (DRIFTS) were applied to elucidate the efficient for CH4 removal and also can further explain the surface reaction mechanism of the composite catalyst during the methane catalytic combustion.					Li, Miaomiao/LFU-0625-2024	xue, gang/0000-0002-5684-1103													2073-4344					APR	2018	8	4							125	10.3390/catal8040125	http://dx.doi.org/10.3390/catal8040125													WOS:000435186400002
J	Lv, TT; Zhang, Y; Ji, XZ; Sun, SN; Xu, L; Ma, WX; Liu, Y; Wan, Q				Lv, Tingting; Zhang, Yu; Ji, XingZhao; Sun, Shengnan; Xu, Li; Ma, Weixia; Liu, Yi; Wan, Qiang			GCN5L1-mediated TFAM acetylation at K76 participates in mitochondrial biogenesis in acute kidney injury	JOURNAL OF TRANSLATIONAL MEDICINE												Background: Mitochondrial dysfunction is an important pathogenic event in acute kidney injury (AKI). GCN5L1 is a specific acetyltransferase in mitochondria, which regulates glucose and fatty acid metabolism. However, the role of GCN5L1 in mitochondrial dysfunction and the pathogenesis of ischemic AKI are not fully understood. Methods: The protein level of GCN5L1 was detected by western blot assay. Acetylated proteomics was used to explore the level of acetylated TFAM. Duolink proximity ligation assay and co-immunoprecipitation were used to detect the interaction of TFAM and translocase of outer membrane 70 (TOM70). mtDNA copy number, the expression of mitochondrial electron transport chain complexes, the number and morphology of mitochondria were measured. The renal injury of AKI mice was reflected by the levels of creatinine and urea nitrogen and the pathological changes of renal tissue. Results: We showed that GCN5L1 was highly expressed in vivo and in vitro and renal tubules specific knockdown of GCN5L1 could effectively attenuate AKI-induced mitochondrial impairment. Besides, acetylated proteomics revealed that acetylated TFAM was significantly upregulated in AKI mice kidney, which reminded us that TFAM might be an acetylating substrate of GCN5L1. Mechanistically, we evidenced that GCN5L1 could acetylate TFAM at its K76 site and subsequently inhibited its binding to TOM70, thereby reducing TFAM import into mitochondria and mitochondrial biogenesis. Clinically, GCN5L1 and acetylated TFAM were positively correlated with disease severity (all p < 0.05). Conclusions: In sum, these data demonstrated an unrecognized regulating mechanism of GCN5L1 on TFAM acetylation and its intracellular trafficking, and a potential intervening target for AKI associated mitochondrial disorders as well.					Sun, shengnan/KVB-6946-2024	Wan, Qiang/0000-0001-9173-2941; ji, xingzhao/0000-0003-2931-6546														1479-5876				DEC 6	2022	20	1							571	10.1186/s12967-022-03782-0	http://dx.doi.org/10.1186/s12967-022-03782-0								36474281					WOS:000893596000007
J	Kalanur, SS; Seo, H				Kalanur, Shankara S.; Seo, Hyungtak			Facile growth of compositionally tuned copper vanadate nanostructured thin films for efficient photoelectrochemical water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL												Copper vanadates are considered as one of the most promising photoanode materials for photoelectrochemical (PEC) water splitting owing to their narrow bandgap, stoichiometry-dependent optical and electrical properties, and high stability. However, for technological applications, it is imperative to develop stoichiometrically and structurally tuned copper vanadates for improved performance. In this study, we developed a facile and one-step hydrothermal method for the synthesis of Cu2V2O7 nanoplates, Cu5V2O10 nanorods, and Cu11V6O26 micropillars on a fluorine-doped tin oxide substrate without using a seed layer. The presence of urea during the hydrothermal synthesis significantly affected the film formation and morphology of the copper vanadates. The crystallographic, chemical, and electrochemical properties of the synthesized copper vanadates were investigated. The optimized Cu2V2O7, Cu5V2O10, and Cu11V5O26 electrodes exhibited the highest photocurrent densities of (similar to)0.41, 0.27, and 0.076 mA cm(-2) (at 1.23 V vs. reversible hydrogen electrode under 1-sun illumination) and incident photon to current efficiency values of (similar to)24%, 18%, and 7.5% (at 300 nm), respectively. The band edge positions of Cu2V2O7, Cu5V2O10, and Cu11V6O26 were estimated on the basis of the spectroscopic and electrochemical results. The synthesis scheme and valuable insights provided in this work can be used for the development of chemically and morphologically optimized copper vanadates for efficient PEC water splitting.					Seo, Hyungtak/I-8693-2012														0926-3373	1873-3883				JUL 15	2019	249						235	245		10.1016/j.apcatb.2019.02.069	http://dx.doi.org/10.1016/j.apcatb.2019.02.069													WOS:000464487500023
J	Wang, ZY; Mai, ZH; Wu, YX; Wang, Y; Cao, ZZ; Li, ML; Fan, BB; Shao, G; Wang, HL; Xu, HL; Zhang, R; Lu, HX				Wang, Zhiyuan; Mai, Zenghui; Wu, Yixiao; Wang, Ying; Cao, Zhenzhen; Li, Mingliang; Fan, Bingbing; Shao, Gang; Wang, Hailong; Xu, Hongliang; Zhang, Rui; Lu, Hongxia			Preparation of spherical α-Al2O3 nanoparticles by microwave hydrothermal synthesis and addition of nano-Al seeds	JOURNAL OF THE AMERICAN CERAMIC SOCIETY												Due to their special appearance, spherical alpha-Al2O3 nanoparticles play an important role for obtaining high-performance structural and functional ceramics. However, there are still problems such as easily agglomerates to form worm-like structures at high temperatures and difficult availability of spherical nanoparticles. In this study, spherical alpha-Al2O3 nanoparticies with high dispersion were prepared by a combination of a microwave hydrothermal method and an addition of nano-Al particles as seeds. First, spherical amorphous alumina precursors were synthesized by the microwave hydrothermal method at 100 degrees C for 30 min using Al-2(SO4)(3)center dot 18H(2)O, Al(NO3)(3)center dot 9H(2)O, and urea, as raw materials, and then spherical alpha-Al2O3 nanoparticles with a diameter of about 66 nm were acquired after calcined the precursor at 1050 degrees C for 90 min by adding nano-Al seeds, which reduced the calcination temperature by 50 degrees C and holding time by 30 min compared to that without seeds. Kinetic analysis shows that 5 wt.% nano-Al seeds can reduce the activation energy of crystalline transition of gamma-Al2O3 to alpha-Al2O3 from 516.51 to 474.37 kJ/mol. Moreover, the microscopic mechanism of nano-Al particles as seeds was investigated. The characterizations of sintering properties show that spherical alpha-Al2O3 nanoparticles facilitate the acquisition of uniform microstructure for resulting ceramic and the fracture modes include both intergranular and transgranular fractures.					Fan, Bingbing/ADL-3369-2022; Zhang, Rui/GXN-3801-2022; Wang, Hailong/LIH-2116-2024														0002-7820	1551-2916				SEP	2022	105	9					5585	5597		10.1111/jace.18524	http://dx.doi.org/10.1111/jace.18524		MAY 2022											WOS:000790310000001
J	Wu, B; Xiong, YQ; Ru, JB; Feng, H				Wu, Bo; Xiong, Yuanquan; Ru, Jinbo; Feng, Hao			Removal of NO from flue gas using heat-activated ammonium persulfate aqueous solution in a bubbling reactor	RSC ADVANCES												Ammonium persulfate aqueous solution was used for the first time for NO removal from flue gas in a bubbling bed due to its low cost compared with other persulfate salts (sodium persulfate, potassium persulfate and ammonium persulfate). The effects of ammonium persulfate concentration, solution temperature, initial pH value, additive concentration, NO concentration, O-2 concentration and SO2 concentration on NO removal were investigated systematically. The increased pH had a significant and negative effect on NO removal. The optimal solution temperature was 50 degrees C and increased ammonium persulfate concentration greatly promoted the NO removal efficiency. Urea showed a better performance on NO removal efficiency than ammonium hydroxide. The NO concentration and O-2 concentration affected NO removal slightly while the increased SO2 concentration weakened NO removal efficiency. NO generation in alkaline ammonium persulfate aqueous solution was detected. The detection of free radicals in ammonium persulfate solution using the HPLC method and the effect of O-2 concentration on NO generation was carried out with the initial pH value increased. Due to the reducibility of ammonia, the solution pH and O-2 concentration in the flue gas were proven to play a major role in NO generation using ammonium persulfate. The NO generation mechanism and the possible reactions in the aqueous solution were elucidated and speculated. The experimental results indicated that the proposed technology using heat-activated ammonia persulfate in acidic aqueous solution might be a feasible method for the NO removal from flue gas.					Wu, Bo/JJD-6980-2023	Wu, Bo/0000-0002-2861-2979													2046-2069						2016	6	40					33919	33930		10.1039/c6ra01524g	http://dx.doi.org/10.1039/c6ra01524g													WOS:000374045000081
J	Jiang, XQ; Huang, LS; Zhang, LX; Li, JH; Sun, XS				Jiang, Xiaoqing; Huang, Linsen; Zhang, Liangxing; Li, Junhua; Sun, Xiaosong			N-Doped cotton-based porous carbon/ZnO NR arrays: highly efficient hybrid photo-catatysts	CRYSTENGCOMM												The protection of water resources has attracted enormous consideration aswater pollution is now the bottleneck of sustainable development of popular society. For this purpose, eco-friendly efficient photocatalysts are urgently required. This work focuses on the synthesis and characterization of nitrogen-doped porous carbon/ZnO nanorod arrays (PC/ZnO NRs) as a photo-degradation catalyst. Using absorbent cotton as a carbon source, nitrogen doped porous carbon was obtained by urea decomposition during the carbonization process of cotton at set temperatures. ZnO NRs were grown on the porous carbon to form the PC/ZnO NR hybrid. The prepared samples were systematically characterized, and their photo-catalysis capability was evaluated by the degradation process of rhodamine B (RhB). It is found that PC500/ZnO NRs demonstrated an efficient photo-catalysis under Xe lamp irradiation, such that over 96.5% of RhB (10 ppm) could be photo-degraded within 20 min with 10 mg. The mechanism is discussed based on the tight interfacial bonding and the appropriate Fermi energy between porous carbon and ZnO NRs, which enhanced the separation efficiency of photo-generated charge carriers and provided an ultrahigh density of catalytic reaction centers. Overall, this green and scalable fabrication technology will provide new insights into a reasonable design for high performance photo-catalysts and environmental pollutant management.					Huang, Linsen/AAA-2912-2022	Li, Junhua/0009-0005-5717-0945; Huang, Linsen/0000-0003-1338-9505													1466-8033					APR 14	2020	22	14					2472	2482		10.1039/d0ce00222d	http://dx.doi.org/10.1039/d0ce00222d													WOS:000527016600007
J	Adaikalaraj, C; Manivarman, S; Subashchandrabose, S; Dhandapani, A				Adaikalaraj, C.; Manivarman, S.; Subashchandrabose, S.; Dhandapani, A.			Synthesis, rotational, vibrational and transitional spectra investigation on novel ethyl-4-(3-(benzo[d]1,3di-oxole-5-carboxamido)phenyl)-1,2,3,4-tetrahydro-6-methyl-2-oxopyrimidine-5-carboxylate	JOURNAL OF MOLECULAR STRUCTURE												Novel organic molecule ethyl-4-(3-(benzo[d]1,3di-oxole-5-carboxamido)phenyl)1,2,3,4-tetrahydro-6-methyl-2-oxopyrimidine-5-carboxylate (BCOP) was synthesized by Biginelli condensation reaction method. The elemental analysis of synthesized compound has carried out by H-1-NMR and C-13-NMR rotational spectra. The vibrational (FT-IR, FT-Raman) spectra were investigated in the visible range (4000-400 and 3500-50 cm(-1)) and the electronic excitation in BCOP was studied by UV-Visible (200 -800 nm) spectrum. In addition to that to support the observed results and explore the insights of BCOP, the density functional theory (DFT) calculation was performed on rotational, vibrational and transitional states of BCOP. The results obtained by experiments and computations on BCOP were compared and the consequences were discussed in detail. The NLO property was measured in terms of first hyperpolarizability (beta(0)), the first hyperpolarizability of BCOP is twenty one times greater than reference molecule (urea). Besides that the intra-molecular charge transfers between the natural bonding orbitals (NBO) were estimated using NBO analysis. Molecular electrostatic potentials (MEP) and atomic charge density calculations have been performed on BCOP molecule. (C) 2018 Published by Elsevier B.V.					C, Adaikalaraj/AAZ-8209-2021; Arumugam, Dhandapani/C-9162-2016	Subramaniyan, Subashchandrabose/0000-0002-5590-5945; Arumugam, Dhandapani/0000-0001-9395-7570; C, Adaikalaraj/0000-0002-3186-4421													0022-2860	1872-8014				AUG 5	2018	1165						132	141		10.1016/j.molstruc.2018.02.105	http://dx.doi.org/10.1016/j.molstruc.2018.02.105													WOS:000432502800018
J	Barakat, NAM; El-Deen, AG; Ghouri, ZK; Al-Meer, S				Barakat, Nasser A. M.; El-Deen, Ahmed G.; Ghouri, Zafar Khan; Al-Meer, Saeed			Stable N-doped & FeNi-decorated graphene non-precious electrocatalyst for Oxygen Reduction Reaction in Acid Medium	SCIENTIFIC REPORTS												NiFe nanoparticles-decorated & N-doped graphene is introduced as an effective and stable non-precious electrocatalyst for ORR in the acid medium. Compared to conventional Pt/C electrodes under the same conditions, the proposed nanocatalyst shows closer onset potential and current density. Typically, the observed onset potentials and current densities for the synthesized and Pt/C electrodes are 825 and 910 mV (vs. NHE) and -3.65 and -4.31 mA.cm(-2) (at 5 mV.s(-1)), respectively. However, the most important advantage of the introduced metallic alloy-decorated graphene is its distinct stability in acid medium; the retention in the electrocatalytic performance after 1,000 successive cycles is approximately 98%. This finding is attributed to the high corrosion resistance of the NiFe alloy. The kinetic study indicates that the number of the transferred electrons is 3.46 and 3.89 for the introduced and Pt/C (20 wt%) electrodes, respectively which concludes a high activity for the proposed nanocomposite. The suggested decorated graphene can be synthesized using a multi-thermal method. Typically, nickel acetate, iron acetate, graphene oxide and urea are subjected to MW heating. Then, sintering with melamine in an Argon atmosphere at 750 degrees C is required to produce the final electrocatalyst. Overall, the introduced NiFe@N-doped Gr nanocomposite shows remarkable electrochemical activity in the acid medium with long-term stability.					Barakat, Nasser/JFK-0357-2023; G. El Deen, Ahmed/D-1105-2018; Barakat, Nasser/N-3507-2015; Ghouri, Zafar Khan/L-4589-2014	Almeer, Saeed/0000-0002-6384-0766; G. El Deen, Ahmed/0000-0001-7042-9126; Barakat, Nasser/0000-0003-0085-5431; Ghouri, Zafar Khan/0000-0002-8273-407X													2045-2322					FEB 28	2018	8								3757	10.1038/s41598-018-22114-1	http://dx.doi.org/10.1038/s41598-018-22114-1								29491370					WOS:000426262400010
J	Yang, Y; Wang, YN; Zheng, CY; Lin, HW; Xu, RK; Zhu, HQ; Bao, LL; Xu, XH				Yang, Yi; Wang, Yinuo; Zheng, Chenyang; Lin, Haowen; Xu, Ruikun; Zhu, Huiqi; Bao, Lulu; Xu, Xuhui			Lanthanum carbonate grafted ZSM-5 for superior phosphate uptake: Investigation of the growth and adsorption mechanism	CHEMICAL ENGINEERING JOURNAL												High-efficiency phosphate removal from wastewater is crucial for protecting environmental stability. In this work, a lanthanum carbonate grafted ZSM-5 adsorbent (LC-ZSM-5) was prepared and optimized by a BoxBehnken design. The higher temperature, molar ratio of urea to lanthanum and initial lanthanum concentration are beneficial for LC-ZSM-5 synthesis, and the adsorption capacity of LC-ZSM-5 under optimistic conditions was 91.2 mg-PO43-/g. The growth mechanism indicates that the LC particles grow larger with synthesis time and finally agglomerate, and 12 h is the best synthesis time. The thermodynamic results show that phosphate adsorption over LC-ZSM-5 is a spontaneously exothermic and combined physicochemical adsorption process. Kinetic studies suggest that higher temperatures help increase the phosphate adsorption rate, and chemical adsorption plays an important role during adsorption with an activation energy Ea of 42.7 kJ/mol. The adsorption mechanism of the phosphate uptake process includes electrostatic attraction and ligand exchange, through which LC is changed to lanthanum phosphate (LP) during adsorption. Finally, the regeneration study revealed that LC-ZSM-5 still exhibited a high adsorption capacity after 5 cycles, showing its satisfactory regeneration ability and potential industrial application.					lin, haowen/IQW-3705-2023; Bao, Lulu/LKN-3865-2024	lin, haowen/0000-0003-0610-4014; Zheng, ChenYang/0000-0002-8427-8194; Yang, Yi/0000-0003-2797-8298													1385-8947	1873-3212				FEB 15	2022	430		4						133166	10.1016/j.cej.2021.133166	http://dx.doi.org/10.1016/j.cej.2021.133166		DEC 2021											WOS:000740946900003
J	Zhang, FC; Tang, ZH; Zhang, TF; Xiao, H; Zhuang, HF; Liang, X; Zheng, LR; Gao, QM				Zhang, Fanchao; Tang, Zihuan; Zhang, Tengfei; Xiao, Hong; Zhuang, Huifeng; Liang, Xiao; Zheng, Lirong; Gao, Qiuming			Atomically distributed asymmetrical five-coordinated Co-N5 moieties on N-rich doped C enabling enhanced redox kinetics for advanced Li-S batteries	JOURNAL OF MATERIALS CHEMISTRY A												Lithium-sulfur (Li-S) batteries show great promise to serve as high-energy-density energy storage devices. Nevertheless, the practical applications of Li-S batteries are significantly limited by the shuttle effect and sluggish sulfur redox reaction (SROR) kinetics. Herein, an ingenious urea-mediated pyrolysis strategy is for the first time reported to obtain well-defined atomically distributed asymmetrical five-coordinated Co-N-5 moieties anchored on nitrogen-rich (30.0 at%) doped carbon (CoN5 SA/NC) as a highly efficient SROR electrocatalyst. CoN5 SA/NC with a high atomically distributed Co loading (2.12 wt%) effectively catalyzes the liquid-liquid and liquid-solid conversions of lithium polysulfides greatly accelerating the SROR kinetics. When CoN5 SA/NC is served as a coating layer for the separator, the Li-S battery exhibits outstanding capacity properties (1060 mA h g(-1) at 1C and 922 mA h g(-1) at 2C) and superior cycling stability (ultralow decay of 0.033% per cycle at 3C for 1600 cycles). An ultrahigh areal capacity of 7.25 mA h cm(-2) can be acquired for the CoN5 SA/NC based Li-S battery even with a high sulfur loading of 6.5 mg cm(-2). Obviously, the asymmetrical single-atom site engineering strategy demonstrates great potential for practical applications of advanced metal-S batteries.					Zheng, Lirong/LYO-6116-2024; Zhang, Fanchao/JPX-3128-2023	Zhang, Fanchao/0000-0001-5350-2547													2050-7488	2050-7496				OCT 25	2022	10	41					22114	22124		10.1039/d2ta05929k	http://dx.doi.org/10.1039/d2ta05929k		SEP 2022											WOS:000864131900001
J	Zhang, Y; Cui, KP; Liu, XY; Cui, MS; Chen, X; Tang, YC; Li, HY; Wang, K				Zhang, Yuan; Cui, Kangping; Liu, Xueyan; Cui, Minshu; Chen, Xing; Tang, Yuchao; Li, Haiyang; Wang, Kun			Important role of carbon doping in photocatalytic peroxymonosulfate activation of carbon nitride for efficient 4-Chlorophenol degradation	CHEMICAL ENGINEERING JOURNAL												In order to improve the photocatalytic activity of pristine carbon nitride while maintaining its metal-free property to achieve the activation of peroxymonosulfate (PMS), a series of carbon-doped g-C3N4 (BCN) with different carbon contents were synthesized in this paper by adding benzotriazole to urea. The catalyst obtained by this approach significantly promoted PMS activation and enhanced the degradation efficiency of 4-chlorophenol (4-CP). Experiments and theoretical calculations showed that the introduction of carbon not only narrowed the band gap, but also accelerated the separation of photoinduced electron-hole pairs, which greatly improved the photocatalytic activity of g-C3N4. In the degradation of pollutants, free radicals and non-free radicals acted simultaneously, with non-free radicals playing a dominant role. This study explained the origin of 1O2 by Density functional theory (DFT) calculations, visible light excited photocatalysts to form holes, while carbon introduction decreased the valence-electron density around the area, inducing electron transfer from PMS toward g-C3N4 directed to generate 1O2. The 1O2-dominated degradation process improved the application of the catalysts in complex aqueous matrices. In addition, we proposed 4-CP degradation pathways, and the toxicity of intermediates derived from 4-CP degradation process reduced.					wang, kun/LVR-9889-2024; Cui, Minshu/KHY-5047-2024														1385-8947	1873-3212				AUG 1	2024	493								152482	10.1016/j.cej.2024.152482	http://dx.doi.org/10.1016/j.cej.2024.152482		MAY 2024											WOS:001247212600001
J	Chen, HM; Fan, YY; Fan, Z; Xu, HY; Cui, DF; Xue, CY; Zhang, WD				Chen, Hongmei; Fan, Yanyun; Fan, Zheng; Xu, Hongyan; Cui, Danfeng; Xue, Chenyang; Zhang, Wendong			Electronic tuning of g-C3N4 via competitive coordination to stimulate high-efficiently photocatalytic for hydrogen evolution	JOURNAL OF ALLOYS AND COMPOUNDS												Photocatalytic water splitting under irradiation by sunlight to achieve hydrogen with the participation of semiconductor materials is deemed as the most promising green and clean energy supply strategy. Hence, it is particularly important and emergency to design photocatalyst with both high activity and stability to perform high-efficiency hydrogen evolution reaction (HER). In this study, we report a competitive coordination strategy to modulate the electron and band structure of g-C3N4 dramatically improving the HER kinetics. Experimental and density functional theory (DFT) calculations results inferred that the modified g-C3N4 by copolymerizing urea and diaminodiphenyl sulfone can promote the effective separation of photogenerated electrons and holes, and simultaneously significantly increase the fluorescence lifetime of g-C3N4. Specifically, the hydrogen generation rate is 3.7 or 9.6 folds higher of the original carbon nitride at lambda > 400 nm and lambda > 420 nm, respectively. Additionally, the optimal catalyst exhibits a high apparent quantum yield (7.02%) when the incident wavelength is 420 nm as well as excellent stability. This work will shed a spick-and-span insight for conception and preparation of high-powered metal-free photocatalysts. (C) 2021 Elsevier B.V. All rights reserved.					Xu, Hongyan/I-4518-2017; Xue, Chenyang/LKN-2831-2024; Chen, Hongmei/L-1798-2015	zhang, wendong/0000-0003-1762-9246													0925-8388	1873-4669				JAN 25	2022	891								162027	10.1016/j.jallcom.2021.162027	http://dx.doi.org/10.1016/j.jallcom.2021.162027		SEP 2021											WOS:000706942200001
J	Hussain, A; Li, JB; Wang, J; Xue, F; Chen, YD; Bin Aftab, T; Li, DX				Hussain, Asif; Li, Jiebing; Wang, Jun; Xue, Fei; Chen, Yundan; Bin Aftab, Tallal; Li, Dengxin			Hybrid Monolith of Graphene/TEMPO-Oxidized Cellulose Nanofiber as Mechanically Robust, Highly Functional, and Recyclable Adsorbent of Methylene Blue Dye	JOURNAL OF NANOMATERIALS												Herein we demonstrate first report on fabrication, characterization, and adsorptive appraisal of graphene/cellulose nanofibers (GO/CNFs) monolith for methylene blue (MB) dye. Series of hybrid monolith (GO/CNFs) were assembled via urea assisted self-assembly method. Hybridmaterials were characterized by scanning electron microscopy, Fourier transforminfrared spectroscopy, X-ray diffraction patterns, Raman spectroscopy, elemental analysis, thermogravimetric curve analysis, specific surface area, surface charge density measurement, and compressional mechanical analysis. It was proposed that strong chemical interaction (mainly hydrogen bonding) was responsible for the formation of hybrid assembly. GO/CNFs monolith showed mechanically robust architecture with tunable pore structure and surface properties. GO/CNFs adsorbent could completely remove trace to moderate concentrations of MB dye and follow pseudo-second-order kinetics model. Adsorption isotherm behaviors were found in the following order: Langmuir isotherm > Freundlich isotherm > Temkin isotherm model. Maximum adsorption capacity of 227.27 mg g(-1) was achieved which is much higher than reported graphene based monoliths and magnetic adsorbent. Incorporation of nanocellulose follows exponential relationship with dye uptake capacities. High surface charge density and specific surface area were main dye adsorptive mechanism. Regeneration and recycling efficiency was achieved up to four consecutive cycles with cost-effective recollection and zero recontamination of treated water.					Bin Aftab, Tallal/ABH-8529-2020; Hussain, Asif/AAN-6485-2021	Hussain, Asif/0000-0002-1688-4969; Li, Dengxin/0000-0002-7791-1780													1687-4110	1687-4129					2018	2018								5963982	10.1155/2018/5963982	http://dx.doi.org/10.1155/2018/5963982													WOS:000422839300001
