PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Ren, KR; Xu, GN; Yu, Z; Liu, CZ; Wang, PF; Zhang, JH; He, YB; Yi, TF				Ren, Kang-Rui; Xu, Guang-Ning; Yu, Zhan; Liu, Chao-Zhi; Wang, Peng-Fei; Zhang, Jun-Hong; He, Yan-Bing; Yi, Ting-Feng			Towards Prussian blue analogues-based advanced aqueous batteries: From facing critical challenges to feasible solutions	COORDINATION CHEMISTRY REVIEWS												Prussian blue analogues (PBAs) have been considered as one of the most promising candidates of aqueous batteries owing to their advantages such as large pore size, high safety, low solubility equilibrium constant, and adjustable output voltage. However, controllable synthesis of high-performance PBAs for aqueous batteries remains a challenging task due to the presence of unavoidable crystal defects, coordinated water, metal ion dissolution, and a stable window of limited aqueous solution. To address these challenges and achieve practical applications, significant efforts made and some key progress have been made. The structure and electrochemical behavior of PBA, such as electronic transfer, ion transport, ion diffusion, and material phase transitions, are extensively discussed. In addition, on the basis of a comprehensive introduction to the many challenges faced by the use of PBAs in aqueous batteries, we systematically summarized the synthesis routes of PBAs and modification strategies, such as acid/base chemical etching, inorganic/organic compound, transition metal doping. Finally, an insight into the future research directions and further development prospects of PBAs-based materials are proposed so as to facilitate the extensive application in the filelds of aqueous batteries. This review provides significant comprehension for construction and optimization of high-performance PBAs-based materials used in aqueous batteries.					wang, pengfei/ABD-7479-2021; Yi, Ting-Feng/F-4594-2012; He, Yanbing/AFQ-3143-2022	Wang, Peng-Fei/0000-0001-5305-8167													0010-8545	1873-3840				JUL 1	2024	510								215833	10.1016/j.ccr.2024.215833	http://dx.doi.org/10.1016/j.ccr.2024.215833		APR 2024											WOS:001288150400001
J	Meng, XY; Yang, JY; Zhang, CC; Fu, YF; Li, K; Sun, MH; Wang, XG; Dong, CZ; Ma, BC; Ding, Y				Meng, Xiangyu; Yang, Junyi; Zhang, Chenchen; Fu, Yufang; Li, Kai; Sun, Minghao; Wang, Xingguo; Dong, Congzhao; Ma, Baochun; Ding, Yong			Light-Driven CO2 Reduction over Prussian Blue Analogues as Heterogeneous Catalysts	ACS CATALYSIS												The increase of carbon dioxide (CO2) in the atmosphere has resulted in a global greenhouse effect and extreme weather. Photocatalytic conversion of CO2 into valuable chemicals driven by solar energy is conceivable for solving the above problem. Metal-organic frameworks (MOFs) as a class of organic-inorganic hybrid materials have considerable prospect for carbon dioxide reduction reaction (CO2RR) photocatalysis. Nevertheless, most MOFs in the CO2RR still have limited photocatalytic performance as well as selectivity caused by having a single metal and face the challenge of instability. Herein, 10 Prussian blue analogues (PBAs) as heterogeneous catalysts were directly employed for the photocatalytic CO2RR, which exhibit good photocatalytic performance for CO production. A mass evolution rate of 140 mmol g(-1) h(-1), an apparent quantum efficiency (AQY) of about 0.7%, and a selectivity of about 96.8% for CO were obtained over Ni-Co PBA. Notably, the CO2RR activities of (MCo)-Co-II PBAs are better than those of M-II-Fe PBAs, but the former's selectivities for CO are lower than those of the latter. The divergence of activity is dependent on their electron transfer rates, which is confirmed by the electrochemical experiments and spectral characterization. In addition, density functional theory (DFT) as well as H-2 adsorption and desorption experiments of the PBAs reveal the difference in selectivity.					Li, Kai/JVN-2899-2024; Ding, Yong/AFP-7670-2022; Meng, XIangyu/GWM-4156-2022	Meng, Xiangyu/0000-0001-6740-5975; , dingyong/0000-0002-5329-8088													2155-5435					JAN 7	2022	12	1					89	100		10.1021/acscatal.1c04415	http://dx.doi.org/10.1021/acscatal.1c04415		DEC 2021											WOS:000731589300001
J	He, X; Cheng, YH; Zhang, QZ; Yan, TY; Dong, K; Yao, YC; Nan, J; Zhou, YB; Guo, XK; Zheng, DD; Sun, SJ; Zhao, JX; Ying, BW; Luo, FM; Tang, B; Sun, XP				He, Xun; Cheng, Yuhui; Zhang, Quanzhi; Yan, Tingyu; Dong, Kai; Yao, Yongchao; Nan, Jue; Zhou, Yanbing; Guo, Xiankun; Zheng, Dongdong; Sun, Shengjun; Zhao, Jiangxiang; Ying, Binwu; Luo, Fengming; Tang, Bo; Sun, Xuping			Structural evolution and self-reconstruction of nickel hexacyanoferrate Prussian blue analogues for long-lasting ampere-current seawater oxidation	NANO TODAY												The commercial success of hydrogen (H-2) production via seawater electrolysis largely depends on overcoming anode corrosion caused by chloride (Cl- ), a critical challenge for scaling up renewable energy storage. Herein, we present the synthesis of nickel hexacyanoferrate Prussian blue analogues via anodic polarization for efficient alkaline seawater oxidation (ASO). Electrochemical experiments and in situ Raman studies unveil that leaching of Fe(CN)(6)(3-) from the electrode facilitates a dynamic self-reconstruction process and leads to the formation of high-valence metal reaction specie, and appropriate Fe(CN)(6)(3-) effectively shields active sites from Cl interference even at ampere-level current density (j). In experiments, our electrode demonstrates an overpotential of merely 349 mV to reach a j of 1 A cm(-2) and maintains stable operation for over 1000 h with protective Fe(CN)(6)(3-) . This work showcases the potential of Prussian blue analogues for efficient and long-lasting ASO, protecting against Cl- in large-scale seawater H-2 electrolysis.					Zhang, Quan-Zhi/L-9409-2017; Dong, Kai/KRP-5239-2024; Luo, Fengming/GON-3819-2022; Wang, Yunxiao/AAQ-2686-2020; Yao, Yongchao/I-5313-2015; Zheng, Dongdong/IVH-4950-2023; He, Xun/JGC-8028-2023	Dong, Kai/0000-0003-3845-5230; He, Xun/0000-0002-2525-9102; Yao, Yongchao/0000-0002-8210-7121													1748-0132	1878-044X				OCT	2024	58								102454	10.1016/j.nantod.2024.102454	http://dx.doi.org/10.1016/j.nantod.2024.102454		AUG 2024											WOS:001301082300001
J	Wang, J; Chen, C; Xiong, DK; Lu, CX; Liu, T; Ying, SL; Kong, YX; Yi, FY				Wang, Jiang; Chen, Chen; Xiong, Dengke; Lu, Chunxiao; Liu, Tian; Ying, Shuanglu; Kong, Yuxuan; Yi, Fei-Yan			Prussian blue analogue fabricated one-dimensional hollow tube for high-performance detection of glucose	POLYHEDRON												In this work, we resolve a great challenge that Prussian blue analogue (PBA) nanocubes are successfully fabricated into one-dimensional (1D) hollow tube. It is well known that 1D hollow structure is especially attractive for electrochemical sensor due to its special advantages, but it is also an extremely difficult project for PBA because of their classic cubic morphology. Herein, we adopted a two-step synthetic strategy, realizing the successful fabrication of NiFePBA one-dimensional hollow tubes on the surface of nickel foam (NF) as conductive substrate. A series of testing results have demonstrated that as-prepared 1D hollow nanotubes exhibit excellent electrochemical sensing performance towards glucose, including fast response speed of 0.1 s, wide detection range of 2-650 mu M, very high sensitivity up to 21.04 mA mM-1 cm-2, and low limit of detection (LOD) of 0.2 mu M (S/N = 3). In a word, this work provides excellent electrochemical sensor materials towards glucose, more importantly, it develops a novel and general strategy to construct 1D hollow structure for further application.						Xiong, Dengke/0000-0003-4807-1927													0277-5387	1873-3719				AUG 1	2022	222								115916	10.1016/j.poly.2022.115916	http://dx.doi.org/10.1016/j.poly.2022.115916		MAY 2022											WOS:000806980600001
J	Xue, JH; Sun, QH; Han, C; Yang, YD; Xu, SJ; Li, QP; Qian, JJ				Xue, Jin-Hang; Sun, Qiu-Hong; Han, Cheng; Yang, Yuan-Dong; Xu, Shao-Jie; Li, Qi-Peng; Qian, Jin-Jie			FeNi Prussian blue analogues on highly graphitized carbon nanosheets as efficient glucose sensors	RARE METALS												Meeting the continuous glucose monitoring requirements of individuals necessitates the research and development of sensors with high sensitivity and stability. In this study, a straightforward strategy was proposed for synthesizing ultra-thin oxygen-rich graphitized carbon nanosheets (denoted as GCS-O). These nanosheets are obtained by calcining a topologically two-dimensional indium-based coordination polymer. Subsequently, the growth of FeNi Prussian blue analogue (PBA) on GCS-O effectively introduces active sites and increases the nitrogen content within the carbonaceous matrix. The resulting FeNi-PBA/GCS-O composite exhibits excellent glucose sensing performance with a broad linear range of 1 to 1300 mu mol<middle dot>L-1. Meanwhile, it also achieves a high sensitivity of 2496 mu A<middle dot>mmol(-1)<middle dot>L<middle dot>cm(-2), a limit of detection of 100 nmol<middle dot>L-1 (S/N = 3), and commendable long-term durability. The relatively simple synthesis process, exceptional sensitivity, and satisfactory electrochemical sensing performance of FeNi-PBA/GCS-O open up new directions for biosensor applications.					Li, Qipeng/B-1131-2016; Qian, Jinjie/F-2981-2015; 韩, 承/AAQ-9201-2021; Xu, Shaojie/GZG-5006-2022	Qian, Jinjie/0000-0002-9996-7929													1001-0521	1867-7185				JUN	2024	43	6					2730	2738		10.1007/s12598-024-02620-0	http://dx.doi.org/10.1007/s12598-024-02620-0		MAR 2024											WOS:001184664700001
J	Liu, YJ; Fan, SW; Gao, Y; Liu, Y; Zhang, H; Chen, J; Chen, XY; Huang, JQ; Liu, XH; Li, L; Qiao, Y; Chou, SL				Liu, Yijie; Fan, Siwei; Gao, Yun; Liu, Yang; Zhang, Hang; Chen, Jian; Chen, Xiaoyang; Huang, Jiaqi; Liu, Xiaohao; Li, Li; Qiao, Yun; Chou, Shulei			Isostructural Synthesis of Iron-Based Prussian Blue Analogs for Sodium-Ion Batteries	SMALL												Rechargeable sodium ion batteries (SIBs) have promising applications in large-scale energy storage systems. Iron-based Prussian blue analogs (PBAs) are considered as potential cathodes owing to their rigid open framework, low-cost, and simple synthesis. However, it is still a challenge to increase the sodium content in the structure of PBAs and thus suppress the generation of defects in the structure. Herein, a series of isostructural PBAs samples are synthesized and the isostructural evolution of PBAs from cubic to monoclinic after modifying the conditions is witnessed. Accompanied by, the increased sodium content and crystallinity are discovered in PBAs structure. The as-obtained sodium iron hexacyanoferrate (Na1.75Fe[Fe(CN)(6)](0.9743)& BULL;2.76H(2)O) exhibits high charge capacity of 150 mAh g(-1) at 0.1 C (17 mA g(-1)) and excellent rate performance (74 mAh g(-1) at 50 C (8500 mA g(-1))). Moreover, their highly reversible Na+ ions intercalation/de-intercalation mechanism is verified by in situ Raman and Powder X-ray diffraction (PXRD) techniques. More importantly, the Na1.75Fe[Fe(CN)(6)](0.9743)& BULL;2.76H(2)O sample can be directly assembled in a full cell with hard carbon (HC) anode and shows excellent electrochemical performances. Finally, the relationship between PBAs structure and electrochemical performance is summarized and prospected.					Chou, Shulei/D-9895-2011; Liu, Yang/H-6110-2013; Zhang, Hang/HKE-6729-2023; Liu, Xiaohao/GRS-1357-2022; Li, Li/JUV-1986-2023	Li, Li/0000-0002-3663-0616; Chen, Jian/0000-0003-2095-9457													1613-6810	1613-6829				OCT	2023	19	43								10.1002/smll.202302687	http://dx.doi.org/10.1002/smll.202302687		JUN 2023						37376874					WOS:001017566700001
J	Wu, JF; Wang, GT; Li, K; Guo, X; Liang, YX; Li, L; Wang, L; Xie, Y; Guo, CF				Wu, Jingfeng; Wang, Guiting; Li, Kun; Guo, Xu; Liang, Yongxing; Li, Li; Wang, Lei; Xie, Ying; Guo, Chenfeng			High entropy Prussian Blue Analogues assisted by reduced graphene oxide for enhancing the lifespan of Sodium-ion batteries	COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS												In recent years, Prussian blue analogues (PBAs) have been regarded as one of the most promising cathode materials for Sodium-ion batteries (SIBs) due to their open structure, low cost, and high theoretical capacity. However, the problem of capacity degradation caused by phase transitions during the charge/discharge process has so far limited the applicability of PBAs. While the high entropy strategy can alleviate capacity decay induced by phase transitions, challenges such as low conductivity, material aggregation, and severe interface reactions between electrode materials and electrolytes still persist. Therefore, we used a simple and scalable one-step coprecipitation method to grow high entropy Prussian blue analogues (HEPBA) on reduced graphene oxide (rGO) to address these problems. The rGO not only inhibits material agglomeration but also separates the electrolyte from the electrode material to prevent severe interface reactions. Meanwhile, the Warburg impedance is reduced and the Na+ diffusion performance is improved. When high entropy Prussian blue grown on an rGO matrix (HEPBA@rGO) is utilized as the cathode in a half-cell, it exhibits high discharge specific capacity (115.2 mAh g- 1 at 100 mA g- 1), long cycling stability (retaining 84.6 mAh g- 1 after 1000 cycles), and good rate capability (62 mAh g- 1 at 15 C). The full battery with HEPBA@rGO as the cathode and hard carbon as the anode has a high specific discharge capacity (100.12 mAh g- 1 at 100 mA g- 1), good stability (capacity retention rate of 81 % after					Xie, Ying/HCH-4447-2022	/0000-0003-0248-5921													0927-7757	1873-4359				DEC 5	2024	702		2						135099	10.1016/j.colsurfa.2024.135099	http://dx.doi.org/10.1016/j.colsurfa.2024.135099		AUG 2024											WOS:001301382900001
J	Li, ZL; Zhang, ZH; Cheng, JB; Li, QZ; Xie, BZ; Li, Y; Yang, SB				Li, Zhenglin; Zhang, Zhuhong; Cheng, Jianbo; Li, Qingzhong; Xie, Baozhen; Li, Yun; Yang, Shubin			Stabilization of Prussian blue analogues using clay minerals for selective removal of cesium	JOURNAL OF MOLECULAR LIQUIDS												Numerous Prussian blue analogues (PBAs) and their application in cesium elimination have been conducted. However, those were practically impossible to use in alkaline solution and seawater, due to the low stabilization of PBAs in alkaline solution and quickly decompose to create toxic cyanide contamination. In this research, potassium zinc hexacyanoferrate (PZH), one kind of PBAs was chosen, and the stability of PZH in the alkaline solution was remedied by incorporating magnetic rectorite (MR) and evaluated by XRD, XPS and cyanide analysis. Effect of pH value and the water systems on the crystalline and chemical stability were studied. The adsorption performance for Cs+ in high pH solution and the biological toxicity of the PZH/MR composite were also evaluated. The composite material exhibits significant adsorption capacity for Cs+ ions (215.128 mg/g, 293 K, increased over 20% than pristine PZH) and low cytotoxicity in human hepatic cells (HepG2 cells), indicating its potential application Cs+ adsorption in waste-water and Cs+ decorporation from body. The stability and safety mechanism in a wide pH range (from 2 to 11) were explained. The stabilization method on PBAs is an advanced yet and effective feasible mean with applications for internal and external cesium remediation. This research opens up a wide range of novel applications for PB-based adsorbents or decorporation, particularly in the field of the cesium remediation in high pH value. (C) 2021 Elsevier B.V. All rights reserved.					Li, Zhongrui/AAB-9111-2019; yang, shubin/MFJ-3821-2025; xie, baozhen/JZT-9437-2024; Li, Zhenglin/MIT-8493-2025														0167-7322	1873-3166				JAN 1	2022	345								117823	10.1016/j.molliq.2021.117823	http://dx.doi.org/10.1016/j.molliq.2021.117823		OCT 2021											WOS:000713883900031
J	Liu, DL; Huang, R; Zhang, YB; Li, WJ; Xi, SB; Lv, P; Yu, CY; Yang, HY; Yan, D; Bai, Y				Liu, Daolong; Huang, Ren; Zhang, Yibing; Li, Wenjing; Xi, Shibo; Lv, Peng; Yu, Caiyan; Yang, Hui Ying; Yan, Dong; Bai, Ying			Structure Engineering on Prussian Blue Analog Anode Toward Rapid Na-Ion Storage	ADVANCED FUNCTIONAL MATERIALS												Developing high-rate electrode materials is a critical enabler of fast-charging Na-ion battery (NIB). Prussian blue analog (PBA) with rapid charge transfer channels has shown significant potential as high-rate NIB cathodes; however, the fast-charging capability of reported PBA-based anodes remains limited. This challenge primarily stems from the complete transformation of their original PBA-based crystal structures during synthesis processes, resulting in loss of the inherent rapid charge transfer channels. Herein, a Ni-Fe based PBA (Ni3[Fe(CN)6]2) with a representative PBA-based crystal structure is presented as a prototype to investigate its potential as a NIB anode, and structural modification strategies are implemented to unlock its rapid Na-ion storage. First, conversion reaction mechanism is demonstrated in the Ni3[Fe(CN)6]2 during sodiation, with a theoretical specific capacity of 357.2 mAh g-1. However, its reversible capacities after long-term cycling and at high rates are low. To address these issues, structural optimization strategies including S incorporation, configurational entropy modulation, and coordination environment regulation are utilized. Consequently, its fast-charging (approximate to 40 s per charge with 245.0 mAh g-1 input) and excellent cycling capabilities are realized. This study demonstrates the feasibility of PBA as high-rate NIB anodes, and promotes the further investigation into structural optimization strategies aimed at developing other fast-charging electrodes.					Zhang, Yibing/KHZ-4383-2024; xi, shibo/AGT-5419-2022; Yang, Hui/B-5458-2011														1616-301X	1616-3028				MAR	2025	35	13								10.1002/adfm.202418096	http://dx.doi.org/10.1002/adfm.202418096		DEC 2024											WOS:001387456500001
J	Yi, HY; Liang, CE; Li, YG; Niu, HR; Zhang, SR; Hu, MD; Huang, WH; Fang, QL				Yi, Huiyu; Liang, Chenge; Li, Yungui; Niu, Haoran; Zhang, Suorong; Hu, Moudong; Huang, Wenhai; Fang, Qile			La doping of CoFe Prussian blue analogs for improved catalytic activity toward norfloxacin degradation	SEPARATION AND PURIFICATION TECHNOLOGY												Prussian blue analogs (PBAs) are promising catalysts in heterogeneous oxidation processes. The catalytic activity of PBAs relies on exposed crystal facets and accessible active sites on the PBA framework. Employing a heteroatom doping strategy using a rare earth element (La), we regulated the crystal structure and optimized the catalytic activity of CoFe PBA for peroxymonosulfate (PMS)-driven degradation of the antibiotic norfloxacin (NOR). The La atoms were mainly doped in the interstitial sites of the CoFe PBA cubic lattices, without affecting the electron distributions of Co and Fe metals or the face-centered cubic crystal phase of the coordination skeleton. La doping dominated the (1 1 1) and (100) as the main exposed facets of CoFeLa PBA, increasing the affinity of CoFeLa PBAs for PMS adsorption due to the higher surface energy of the two facets. Consequently, the activation energy considerably declined from 77.57 kJ/mol in CoFe PBA to 51.66 kJ/mol in CoFeLa PBA and the catalytic activity for PMS-driven NOR degradation was largely improved, which can reach 76.4 % removal of NOR within 15 min, with an increased initial rate constant k of 0.095 min-1. 1O2 was proven as the main reactive specie responsible for NOR degradation in the PMS/CoFeLa system, and O2 center dot- and SO4 center dot- were verified as the important intermediates to generate 1O2. Thus, La doping can effectively enhance the catalytic performance of PBA-based catalysts for organic pollutant removal.					Niu, Haoran/ABB-1240-2021; fang, qi le/G-5267-2019	fang, qi le/0000-0003-2679-8711													1383-5866	1873-3794				SEP 20	2024	344								127179	10.1016/j.seppur.2024.127179	http://dx.doi.org/10.1016/j.seppur.2024.127179		MAR 2024											WOS:001219362900001
J	Zhu, XB; Zhang, WZ; Wang, X; Ren, AJ; Huang, MH; Ramakrishna, S; Liu, ZC				Zhu, Xiubin; Zhang, Weizhe; Wang, Xin; Ren, Ajing; Huang, Minghua; Ramakrishna, Seeram; Liu, Zhicheng			Prussian blue analog derived CoP nanoparticles decorated on electrospun carbon nanofibers for efficient hydrogen evolution	JOURNAL OF ALLOYS AND COMPOUNDS												Prussian blue analog (PBA) and its derivatives have been widely used as electrocatalysts for hydrogen evolution reaction (HER). However, their large-scale application is limited by their low conductivity and easy aggregation. In this work, we have successfully decorated well-dispersed PBA-derived CoP nano -particles on conductive electrospun carbon nanofibers through consecutive assembly, carbonization and phosphorization processes. The introduction of carbon nanofibers improves the conductivity of the catalyst and accelerates the electron transport. The unique nanostructure further optimizes the electrocatalytic performance of the CoP nanoparticles. As a result, the obtained electrocatalyst exhibited excellent HER performance with an overpotential of only 85 mV to achieve the current density of 10 mA cm-2 in 1.0 M KOH, and showed outstanding stability due to the protection of the carbon shell. Our work could be a guidance for the developing of advanced PBA-based electrocatalysts.(c) 2022 Elsevier B.V. All rights reserved.					Liu, Zhi-Cheng/O-6812-2019; wang, xin/U-7341-2017; Ramakrishna, Seeram/E-5186-2011														0925-8388	1873-4669				MAR 25	2023	938								168674	10.1016/j.jallcom.2022.168674	http://dx.doi.org/10.1016/j.jallcom.2022.168674		JAN 2023											WOS:000915913800001
J	Chen, WT; Yan, CF; Yu, CJ; Liao, YC; Chen, CF				Chen, Wei-Ting; Yan, Chi-Fong; Yu, Cheng-Ju; Liao, Ying-Chih; Chen, Chien-Fu			Highly catalytic Prussian blue analogues and their application on the three-dimensional origami paper-based sweat sensors	BIOSENSORS & BIOELECTRONICS												Prussian blue analogues (PBAs) are promising materials due to their rich active sites and straightforward synthesis. However, their limited conductivity and electron transfer inefficiency hinder practical applications. This study utilizes a simple one-pot synthesis approach to produce a tungsten-disulfide (WS 2 ) and iron-cobalt Prussian blue analogue composite (WS 2 -PBA), enhancing conductivity and electron transfer rate performance. Through the inclusion of sodium citrate into the solution, the S-edge site concentration of WS 2 increases. This augmentation introduces additional active sites and defects into the catalyst, enhancing its catalytic activity. The effectiveness of the WS 2 -PBA 3D-Origami paper device for lactate detection in sweat is also evaluated for biomedical applications. The device demonstrated a robust relationship between the lactate concentration and current intensity (R 2 = 0.997), with a detection limit of 1.83 mM. Additionally, this platform has successfully detected lactate in clinical sweat, correlating with the high-performance liquid chromatography test results, suggesting promising prospects for clinical diagnosis. In the future, the excellent catalytic and R ct performance of the WS 2 -PBA will enable its use in biomedical applications.						Chen, Chien-Fu/0000-0001-7459-1649; chen, wei ting/0009-0008-4784-3298													0956-5663	1873-4235				JUN 15	2024	254								116188	10.1016/j.bios.2024.116188	http://dx.doi.org/10.1016/j.bios.2024.116188		MAR 2024						38484412					WOS:001221433100001
J	Huang, JZ; Xu, P; Gao, TL; Huangfu, JS; Wang, XJ; Liu, SW; Zhang, YM; Song, B				Huang, Jinzhen; Xu, Ping; Gao, Tangling; Huangfu, Jiashun; Wang, Xian-jie; Liu, Shengwei; Zhang, Yumin; Song, Bo			Controlled Synthesis of Hollow Bimetallic Prussian Blue Analog for Conversion into Efficient Oxygen Evolution Electrocatalyst	ACS SUSTAINABLE CHEMISTRY & ENGINEERING												Constructing hollow coordination polymers such as metal-organic frameworks, and Prussian blue analogs (PBAs) to fulfill diverse applications still remains a great challenge and requires extensive investigations. Here, we report a straightforward one-step strategy to construct hollow bimetallic CoFe-PBA. The morphology evolution process is carefully investigated as a function of aging time and relative reactant ratio, proving that the Co2+-to-[Fe(CN)(6)](3-) (Co/Fe) ratio is crucial for obtaining the hollow structure, which is revealed as an orientated dissolution- recrystallization process driven by supersaturation. The hollow CoFe-PBA acts as an ideal precursor for the derived synthesis of ternary Co-Fe-P, which provides promising performance for the oxygen evolution reaction, with a low eta(10) = 235 mV vs reversible hydrogen electrode and a Tafel slope of 34 mV dec(-1). This study proposes a new method for the design and construction of hollow PBAs for further conversion into highly efficient catalyst materials.					Song, Bo/N-1969-2015; Liu, Shengwei/D-8768-2011; Xu, Ping/I-1910-2013; song, bo/AEM-9549-2022; Huang, Jinzhen/AAX-3462-2021	Liu, Shengwei/0000-0001-5677-1769; Xu, Ping/0000-0002-1516-4986; song, bo/0000-0003-2000-5071; Huang, Jinzhen/0000-0002-0274-0454													2168-0485					JAN 20	2020	8	2					1319	1328		10.1021/acssuschemeng.9b07122	http://dx.doi.org/10.1021/acssuschemeng.9b07122													WOS:000509432200064
J	Sun, WB; Wei, ZM; Qi, JD; Kang, LY; Li, JC; Xie, JF; Tang, B; Xie, Y				Sun, Wenbin; Wei, Zimeng; Qi, Jindi; Kang, Luyao; Li, Jiechen; Xie, Junfeng; Tang, Bo; Xie, Yi			Rapid and Scalable Synthesis of Prussian Blue Analogue Nanocubes for Electrocatalytic Water Oxidation<SUP>†</SUP>	CHINESE JOURNAL OF CHEMISTRY												Main observation and conclusion Design and fabrication of earth-abundant electrocatalysts for oxygen evolution reaction (OER) is essential in improving the overall efficiency of water electrolysis. In this work, we proposed a rapid and scalable synthesis route for fabricating Prussian blue analogue (PBA) nanocubes with tunable compositions and uniform particle size. With the structural benefits of abundant surface sites, facile charge transfer behavior and favorable Co2+-to-Co3+ pre-oxidation reaction, fast generation and accumulation of the catalytically active Co3+ sites can be achieved for the CoCo PBA nanocubes, leading to remarkable OER activity with simultaneously achieved low overpotential, large anodic current density, small Tafel slope as well as outstanding intrinsic activity. Of note, by performing long-term OER operation, the CoCo PBA nanocubes exhibit a remarkable 5.5-folds performance enhancement, and obvious surface reconstruction and the accumulation of high-valence Co species can be identified, proving the crucial role of pre-oxidation process in boosting the OER catalysis. This work proposed a universal approach for the rapid, scalable and controllable fabrication of the PBA-based materials, and the elucidation of the pre-oxidation process in facilitating the OER catalysis may provide useful guidance for designing and optimizing advanced catalysts for energy-related electro-oxidation reactions in the future.					sun, wenbin/V-1001-2019; Xie, Yi/B-5753-2009; Xie, Junfeng/A-9215-2010	Xie, Junfeng/0000-0002-5775-3084													1001-604X	1614-7065				SEP	2021	39	9					2347	2353		10.1002/cjoc.202100294	http://dx.doi.org/10.1002/cjoc.202100294		JUL 2021											WOS:000668845600001
J	Li, G; Wang, T; Xue, YT; Li, HF; Liu, DH				Li, Gan; Wang, Ting; Xue, Yating; Li, Huifang; Liu, Dahuan			Construction of low-vacancy hexagonal Prussian blue analogues for efficient rubidium recovery	SEPARATION AND PURIFICATION TECHNOLOGY												Prussian blue analogues (PBAs) are considered a promising adsorbent for rubidium recovery due to their high ion exchange capacity and selectivity. However, the development of PBAs-based rubidium adsorbents with excellent stability and adsorption capacity is still hindered by the inevitable CN ligand vacancies. Herein, a synthetic strategy is proposed to slow down crystal nucleation and promote the self-repair of crystal defects by incorporating N-doped porous carbon (NPC) as a solid modifier during the synthesis process. As a result, the vacancy content of Zn-PBA-NPC is significantly decreased and large size twinned crystals are produced, which remarkably improves the thermal and acid-base stability. Benefiting from the high content of K+ in the low-vacancy Zn-PBANPC, it achieves a high adsorption amount of 199.1 mg g- 1 and rapid adsorption kinetics of just 5 min for Rb+. In addition, it shows good selectivity in the presence of other alkali metal ions. This work not only prepares a highperformance adsorbent for efficient recovery of Rb+, but also facilitates insights into the design and construction of low-vacancy PBAs.																			1383-5866	1873-3794				JUN 22	2025	359		3						130842	10.1016/j.seppur.2024.130842	http://dx.doi.org/10.1016/j.seppur.2024.130842		DEC 2024											WOS:001373527500001
J	Zhang, YY; Jin, F; Liu, H; Jin, ZL				Zhang, Yueyang; Jin, Fei; Liu, Hai; Jin, Zhiliang			In-situ XPS monitoring bimetallic Prussian blue analogs and metal oxides heterojunction for photocatalytic hydrogen production	FUEL												Here, the binary catalyst NiFe PBA@Cu2O with p-n heterojunction is successfully constructed by coupling metal Prussian blue analogs (NiFe-Prussian blue analog) with metal oxide (Cu2O). As a demonstration case, the NiFe PBA@Cu2O photocatalytic system with EY as the photosensitizer has excellent catalytic activity (4680.6 mu mol.h(-1).g(-1)) and stability, being 4.85 and 128.6 times that of NiFe PBA and Cu2O, respectively. The increased catalytic activity can be attributed to the synergistic action of NiFe PBA and Cu2O. On the one hand, the introduction of Cu2O with nanosphere structure can effectively prevent the aggregation of NiFe PBA cubes and improve the utilization rate of sunlight. NiFe PBA loaded on the Cu2O surface provides a rich active site for the catalytic reaction. On the other hand, the built-in electric field established between NiFe PBA and Cu2O significantly facilitates the transfer and separation of photo borne carriers. In situ XPS verifies the formation of the p-n heterojunction, and the p-n heterojunction formed at the NiFe PBA and Cu2O interfaces can provide a channel for effective charge transfer, helping to improve the photocatalytic hydrogen evolution capacity. This work provides a new direction for the rational design of p-n heterojunctions, and shows the potential application prospects in the field of renewable energy production.					Low, Jingxiang/N-2381-2014	Zhang, yueyang/0000-0003-2141-8919													0016-2361	1873-7153				APR 1	2024	361								130655	10.1016/j.fuel.2023.130655	http://dx.doi.org/10.1016/j.fuel.2023.130655		DEC 2023											WOS:001143356400001
