PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Torres, AD; Francisco, MAS; Oliveira, RR; Rocha, AB				Torres, Amanda D.; Francisco, Marcos A. S.; Oliveira, Ricardo R.; Rocha, Alexandre B.			Revisiting the Spectrum of Co(CN)63-: The Role of Correlation, Solvation, and Vibronic and Spin-Orbit Couplings	JOURNAL OF PHYSICAL CHEMISTRY A												In the present work, we revisit the spectrum of the hexacyanocobaltate(III) ion, [Co(CN)6]3-, which has been considered a prototype complex in the coordination chemistry, with modern quantum chemistry methods. The main features have been describing by revealing the role of different effects, such as vibronic coupling, solvation and spin-orbit coupling. The UV-vis spectrum is composed by two bands (1A1g -> 1T1g and 1A1g -> 1T2g), characterized by singlet-singlet metal-centered transitions, and a more intense third one, characterized by charge transfer transition. There is also a small band shoulder. The first two are symmetry-forbidden transitions in the Oh group. Their intensity can only be explained by a vibronic coupling mechanism. For the band shoulder, additional to vibronic coupling, spin-orbit coupling is also necessary, since the transition is characterized as singlet to triplet, 1A1g -> 3T1g.					Oliveira, Ricardo/J-9621-2017; Rocha, Alexandre/S-9667-2017; Dornela, Amanda/HZI-6239-2023	Dornela Torres, Amanda/0000-0002-1212-2545; da Silva Francisco, Marcos Aurelio/0000-0002-5278-3612													1089-5639	1520-5215				APR 13	2023	127	14					3200	3209		10.1021/acs.jpca.3c00934	http://dx.doi.org/10.1021/acs.jpca.3c00934		MAR 2023						36995290					WOS:000966792600001
J	Mamontova, E; Trens, P; Salles, F; Fraisse, B; Gimello, O; Guari, Y; Larionova, J; Long, J				Mamontova, Ekaterina; Trens, Philippe; Salles, Fabrice; Fraisse, Bernard; Gimello, Olinda; Guari, Yannick; Larionova, Joulia; Long, Jerome			Enantioselective separation under humid conditions by chiral Hofmann clathrates: new opportunities for vintage materials	INORGANIC CHEMISTRY FRONTIERS												Chiral separation is of critical importance in many areas spanning from pharmaceutics and agriculture to catalysis. Coordination polymers and metal-organic frameworks have been envisaged for such a purpose. In this study, the post-synthetic functionalization of the two-dimensional Hofmann clathrate [Ni(H2O)(2)][Ni(CN)(4)] with enantiopure phenylethylamines yielding hydrostable chiral clathrates is reported. In the case of (R) and (S) butan-2-ol, we demonstrate that the obtained coordination frameworks exhibit clear enantioselective properties, which can be used for the separation of enantiomers under humid conditions.					Long, Jérôme/AAK-2994-2021; guari, yannick/C-5015-2018; Carreon Gimello, Olinda/P-4255-2017; Larionova, Joulia/T-8900-2019; SALLES, Fabrice/G-3881-2017; TRENS, Philippe/B-7893-2018	SALLES, Fabrice/0000-0001-8069-533X; LONG, Jerome/0000-0002-2601-4289; Carreon Gimello, Olinda/0000-0002-4288-9675; Larionova, Joulia/0000-0002-3279-9158; Mamontova, Ekaterina/0000-0002-4959-3332; TRENS, Philippe/0000-0001-9162-8263													2052-1553					NOV 1	2019	6	11					3245	3254		10.1039/c9qi00837c	http://dx.doi.org/10.1039/c9qi00837c													WOS:000512754200028
J	Zheng, JH; Wu, YJ; Li, HY				Zheng, Junhao; Wu, Yuanji; Li, Hongyan			Advanced Anode Materials for Aqueous Potassium-Ion Batteries	ADVANCED SUSTAINABLE SYSTEMS												Aqueous electrolytes are praised for their inherent safety, cost-effectiveness, and minimal environmental impact, making aqueous potassium-ion batteries (APIBs) a viable alternative for sustainable and eco-friendly energy solutions. Researchers have endeavored to anode materials that align with the unique requirements of aqueous electrolytes, and some proud achievements are made. The research about APIBs anode has focused on organic materials and polyanionic compounds, both exhibiting desirable hydrated potassium storage performance, and in recent years, on the development of metal compounds and alloy-based materials with high theoretical capacities. However, the anode of APIBs faces a narrow electrochemical stability window (ESW) caused by aqueous electrolytes and volume expansion problems due to the large radius of potassium ions, which prevents them from exhibiting appreciable capacity with satisfactory cycling stability. This review meticulously delineates the latest advancements and representative materials for the anode of APIBs and introduces several common aqueous electrolytes and effective improvement strategies for them. The focus is on the advantages and bottlenecks faced by different types of anode materials, culminating in a proposed methodology to enhance APIBs anode efficacy. This review endeavors to furnish novel perspectives on the development and pragmatic deployment of APIBs anodes. This review summarizes in detail the recent advances and representative materials of anode materials for aqueous potassium-ion batteries (APIBs), and introduces several common aqueous electrolytes and their effective improvement strategies. The advantages and bottlenecks of different anode materials are highlighted, culminating in optimization strategies to improve the APIBs anode. image					Zheng, JUNHAO/ADU-6687-2022	Li, Hongyan/0000-0002-7073-5198													2366-7486					SEP	2024	8	9								10.1002/adsu.202400210	http://dx.doi.org/10.1002/adsu.202400210		MAY 2024											WOS:001210964300001
J	Park, S; Chun, SE				Park, Sungjun; Chun, Sang-Eun			Effect of Electrolyte Anion on Electrochemical Behavior of Nickel Hexacyanoferrate Electrode in Aqueous Sodium-Ion Batteries	KOREAN JOURNAL OF METALS AND MATERIALS												Nickel hexacyanoferrate (NiHCF) has a three-dimensional open framework structure, excellent long-cycling stability and rate performance as a cathode for aqueous sodium-ion batteries. However, the specific capacity of NiHCF is lower than that of present cathodes for aqueous batteries. A sodium-ion electrolyte was explored to achieve optimum capacity with NiHCF. Powder-type NiHCF was fabricated by coprecipitation with the atomic composition K0.065Ni1.44Fe(CN)(6)center dot 4.4H(2)O. The presence of Fe vacancies in the atomic composition is attributable to the inclusion of coordinating and zeolitic water during coprecipitation. Two sodium-ion electrolytes, 1 M Na2SO4 and 1 M NaNO3, were employed to analyze the electrochemical behavior of the NiHCF electrode. Identical redox potentials to 0.58 V (vs. NHE) were measured in both electrolytes. However, a lower overpotential was observed in NaNO3 compared to Na2SO4 as a result of the smaller interfacial charge transfer resistance. The lower charge transfer resistance in the NaNO3 solution produced a higher specific capacity of 57 mAh g(-1) (1 C-rate) and the superior capacity retention of 46.6% at 20 C-rate. The anion in the aqueous electrolyte changed the charge transfer resistance at the electrode/electrolyte interface, confirming the electrolyte anion has a crucial effect on the charge capacity and rate performance of NiHCF.																			1738-8228					DEC	2020	58	12					896	906		10.3365/KJMM.2020.58.12.896	http://dx.doi.org/10.3365/KJMM.2020.58.12.896													WOS:000631047500009
J	Yang, Y; Wang, QQ; Aleisa, R; Zhao, TT; Ma, SC; Zhang, GX; Yao, TJ; Yin, YD				Yang, Yang; Wang, Qianqian; Aleisa, Rashed; Zhao, Tingting; Ma, Shouchun; Zhang, Guoxu; Yao, Tongjie; Yin, Yadong			MoS2/FeS Nanocomposite Catalyst for Efficient Fenton Reaction	ACS APPLIED MATERIALS & INTERFACES												Nanocomposites containing FeS as catalyst and MoS2 as cocatalyst have been synthesized toward efficient heterogeneous Fenton reaction. The deposition of FeS nano-particles in situ on the surface of MoS2 nanosheets creates strong contact between the two components and generates a large number of exposed Mo6+ sites and sulfur vacancies, which contribute to the enhanced degradation rate by accelerating Fe3+/Fe2+ cycling and ensuring rapid electron transfer. In addition, the MoS2/FeS nanocomposite catalysts exhibit the best performance at near-neutral conditions (pH 6.5), which solves the challenges in conventional Fenton reactions such as leaching of metal ions, the formation of iron slurry, and the need of adjusting solution pH. Further, the nanocomposite can maintain high efficiency after many recycling experiments. It is believed that the MoS2/ FeS nanocomposite represents an efficient heterogeneous Fenton catalyst that can greatly promote the performance of advanced oxidation processes (AOPs) for solving practical environmental issues.					Zhang, Guo-Xu/N-4325-2018; Yin, Yadong/D-5987-2011	Yin, Yadong/0000-0003-0218-3042													1944-8244	1944-8252				NOV 10	2021	13	44					51829	51838		10.1021/acsami.1c02864	http://dx.doi.org/10.1021/acsami.1c02864		APR 2021						33896164					WOS:000718271300003
J	Cui, J; Li, ZJ; Zhang, D; Wu, YS; Wang, B				Cui, Jing; Li, Zhaojin; Zhang, Di; Wu, Yusheng; Wang, Bo			Recent advances of in-situ spectroscopic analysis for cathode materials of sodium-ion batteries	JOURNAL OF ENERGY STORAGE												The development of sodium-ion batteries (SIBs) suffers from some challenges, including poor cycling stability and irreversible phase transitions, especially for cathodes. Currently, the key to designing high-performance cathode is to explore and reveal the structural evolution regular of electrode materials during de/sodiation process through advanced in-situ spectroscopic analysis, which not only helps to in-depth evaluate underlying reaction mechanism, but also favors the comprehensive understanding of the improvement strategies. Therefore, this review first introduces the working principle of the most commonly used in-situ spectroscopic analysis, including X-ray powder diffractometer, Raman spectroscopy, and X-ray absorption near-edge structure. And then highlights their latest application progress starting from the correlation between structural evolution and electrochemical performance of the representative cathode materials. This article aims to elucidate the potential reaction mechanisms and structural evolution behind different types of classic cathode materials for SIBs, providing guidance for the design of advanced cathode materials. Finally, the challenges encountered by the further development of in-situ spectroscopic analysis are discussed, and the corresponding outlook is provided. This work aims to emphasize the key role of in-situ spectroscopic analysis for elucidating reaction mechanisms behind improved electrochemical performance, and hence is expected to provide a guidance for designing advanced cathode materials.																			2352-152X	2352-1538				SEP 1	2024	97		A						112734	10.1016/j.est.2024.112734	http://dx.doi.org/10.1016/j.est.2024.112734		JUN 2024											WOS:001281428300001
J	Sheng, BD; Xie, J; Shao, Q; Zhao, KY; Zhao, SB; Guo, J; Liang, EJ; Qiao, YQ; Wei, B; Gao, QL				Sheng, Baodi; Xie, Juan; Shao, Qi; Zhao, Kaiyue; Zhao, Shibo; Guo, Juan; Liang, Erjun; Qiao, Yongqiang; Wei, Bin; Gao, Qilong			Structure and abnormal thermal expansion in Cu2-xMgxP2O7	PHYSICS LETTERS A												Due to the distinctive negative thermal expansion (NTE) behavior, Cu2P2O7 has garnered significant interest. Chemical substitution emerges as a potent approach to modulate thermal expansion. By the solid-state reaction method, a series of Cu2-xMgxP2O7 (0 <= x <= 2) compounds have been prepared, and the thermal expansion of Cu2-xMgxP2O7 is gradually transformed from strong negative to near zero (from -12.5 x 10(-6) K-1 to -0.36 x 10(-6) K-1), to positive as the concentration of Mg2+ increases. Cu2-xMgxP2O7 (0 <= x <= 2) undergoes phase transitions from alpha-Cu2P2O7 to beta-Cu2P2O7 to beta-Mg2P2O7 and finally to alpha-Mg2P2O7. The first-principles calculation shows that the weakening of the NTE properties of Cu2-xMgxP2O7 is due to the substitution of Mg2+ reducing the flexibility of the structure. This work has realized the tailoring thermal expansion and has significantly improved the understanding of the complex link between the structural properties and the behavior of NTE materials.					Liang, Er-Jun/D-7954-2012; Wei, Bin/T-7872-2019	Gao, qilong/0000-0002-8871-8329													0375-9601	1873-2429				NOV 15	2024	525								129843	10.1016/j.physleta.2024.129843	http://dx.doi.org/10.1016/j.physleta.2024.129843		SEP 2024											WOS:001313496400001
J	Cai, ZG; Zhang, GD; Tang, ZC; Zhang, JY				Cai, Ziguo; Zhang, Guodong; Tang, Zhicheng; Zhang, Jiyi			MnFe@CeOx Core-Shell Nanocages for the Selective Catalytic Reduction of NO with NH3 at Low Temperature	ACS APPLIED NANO MATERIALS												To enable the catalytic performance and water (H2O) resistance of manganese-based catalysts to be further improved, a series of MnFe@CeOx core-shell nanocages were synthesized. By adjustment of the thickness of the CeO2 shell layer, it was found that the MnFe@CeOx-60 catalyst with a shell layer thickness of 60 nm could exhibit more than 80% NO removal efficiency at 120-250 degrees C. In addition, it could exhibit better H2O resistance at 160 degrees C. A series of characterizations proved that the MnFe@CeOx-60 catalyst had abundant oxygen vacancy defect sites and surface acid sites. In addition, the MnFe@CeOx-60 catalyst had more Mn4+, Fe3+, Ce3+, and surface-adsorbed oxygen (O-ads) species, as well as strong interactions between MnOx, FeOx, and CeOx, so that the catalyst had better catalytic activity. This indicated that the unique interface diffusion effect produced by construction of the CeO2 shell could remarkably enhance the catalytic performance and H2O resistance. Simultaneously, the in situ diffuse-reflectance infrared Fourier transform analysis showed that the MnFe@CeOx-60 catalyst mainly followed the L-H reaction mechanism during the NH3 selective catalytic reduction (SCR) reaction. Finally, building a shell layer could skillfully utilize the diffusion between different species to realize strong interaction among active species, which was of great significance and universality.					tang, zhi cheng/H-2817-2018	tang, zhi cheng/0000-0002-4595-193X														2574-0970				MAR 25	2022	5	3					3619	3631		10.1021/acsanm.1c04194	http://dx.doi.org/10.1021/acsanm.1c04194													WOS:000800286500051
J	Yang, QH; Dai, HJ; Liao, WH; Tong, XF; Fu, YY; Qian, M; Chen, TY				Yang, Qinghua; Dai, Haojiang; Liao, Wenhao; Tong, Xianfeng; Fu, Yingyan; Qian, Min; Chen, Tianyun			Construction of Fe-doped CoP with hybrid nanostructures as a bifunctional catalyst for overall water splitting	DALTON TRANSACTIONS												Due to their open skeleton structures, adjustable active sites and homogeneous catalytic centers, PBA-based materials have promising applications in electrochemical water splitting. Herein, we report a PBA derived Fe-0.25-CoP electrocatalyst with a hybrid nanostructure, which offered a large specific surface area and active sites for the HER and OER, respectively. The as-synthesized Fe-0.25-CoP catalyst exhibits remarkable catalytic performance and durability at overpotentials of 262 mV for the OER and 111 mV for the HER, requiring a voltage of merely 1.57 V to achieve a current density of 10 mA cm(-2) for the electrocatalytic water splitting process. The preeminent activity of Fe-0.25-CoP was mainly ascribed to the framework structures of Co-PBA and appropriate doping of Fe3+ which regulated the electronic structures and morphology of Fe-0.25-CoP. In addition, the partial phosphating strategy retained the active centers for the OER in Co-PBA, which were further enhanced by the catalysis of Fe3+. In short, the rational design and regulation of catalyst structures and compositions is a promising approach for the development of highly efficient water splitting catalysts.						Yang, Qinghua/0000-0002-4146-2880													1477-9226	1477-9234				DEC 14	2021	50	48					18069	18076		10.1039/d1dt03292e	http://dx.doi.org/10.1039/d1dt03292e		NOV 2021						34846399					WOS:000723810200001
J	Gao, D; Du, R; Zhou, CG; Han, B; Xia, KS; Gao, Q; Wu, JP				Gao, De; Du, Rui; Zhou, Chenggang; Han, Bo; Xia, Kaisheng; Gao, Qiang; Wu, Jinping			Direct implementation of K3Fe(CN)6 as cathode materials of sodium-ion batteries	MATERIALS TODAY ENERGY												Transition metal cyanides are considered as a promising cathode candidate of sodium-ion batteries. Herein, we reported a direct implementation of commercial K3Fe(CN)(6) (KFC) as active cathode material of SIBs by a simple recrystallization method. Our results suggest that by integrating conductive carbons (SuperP, abbreviated as SP) and multi-walled carbon nanotubes (CNTs) with KFC, an efficient conducting network could be well established for the utilization of KFC active components, thereby endows excellent cyclic and rate performances. Specifically, the KFC/SP/CNTs composite delivers its theoretical capacity of 81 mAh g(-1) at 0.1C, and a reversible capacity of 75.6 mAh g(-1) at 1C which maintains 62.6 mAh g(-1) after 500 cycles. At ultrahigh rate of 12C, the capacity retention can reach 68% of initial. Our effort suggests that direct implementing industrial KFC as cathode materials for SIBs is highly feasible, which may provide a low-cost cathode candidate of sodium-ion batteries for large-scale energy storage. (C) 2018 Elsevier Ltd. All rights reserved.					Zhou, Chenggang/C-9841-2011; Han, Bo/D-1038-2011; Gao, Qiang/JMP-5331-2023; Wu, Jinping/MBG-8477-2025	xia, kaisheng/0000-0001-5713-7495													2468-6069					DEC	2018	10						302	306		10.1016/j.mtener.2018.10.005	http://dx.doi.org/10.1016/j.mtener.2018.10.005													WOS:000480515400033
J	Zheng, WY; Hu, X; Wu, MC; Chen, LY; Chen, SW				Zheng, Wanying; Hu, Xi; Wu, Mengcheng; Chen, Lingyun; Chen, Shaowei			Recent advances and perspectives of electrode materials for emerging ammonium-ion storage: From mechanistic insights to practical applications	CHEMICAL ENGINEERING JOURNAL												The aggravation of energy and environmental issues forces people to develop sustainable energy storage technologies. In recent years, emerging ammonium-ion storage has been considered a promising energy storage competitor because of NH4+ ions as charge carriers with merits of abundant resources, inherent safety, fast diffusion capability and unique storage mechanism. However, the development of NH4-ion storage devices is still in the initial stage, and finding appropriate electrode materials is one of the most important tasks for fabricating high-performance devices. This article provides a comprehensive review on recent advances of electrode materials for emerging NH4-ion storage devices. Firstly, the ammonium-ion batteries (AIBs) are briefly summarized, and then the cathode materials, anode materials and their NH4-ion storage mechanism based on hydrogen bond are introduced. Furthermore, other NH4-ion storage devices, including NH4-ion supercapacitors (NH4+-SCs), NH4ion capacitors (AICs), ammonium dual-ion batteries (ADIBs) and ammonium-zinc hybrid batteries (AHBs), are also briefly introduced. Finally, a short conclusion and our perspectives on future developments for NH4-ion storage device's electrodes are provided in order to promote their large-scale energy storage applications.					Wu, Mengcheng/KZU-0217-2024; Hu, Xiqian/JTS-3193-2023; Yang, Chenghao/R-3462-2016; Chen, Lingyun/C-8385-2011	Wu, Mengcheng/0009-0009-5303-5630; Chen, Lingyun/0000-0003-2277-7470													1385-8947	1873-3212				JUN 15	2023	466								143197	10.1016/j.cej.2023.143197	http://dx.doi.org/10.1016/j.cej.2023.143197		APR 2023											WOS:000990128800001
J	Shi, H; He, Y; Li, YB; He, T; Luo, PY				Shi, Heng; He, Yi; Li, Yubin; He, Teng; Luo, Pingya			Confined ultrasmall MOF nanoparticles anchored on a 3D-graphene network as efficient and broad pH-adaptive photo Fenton-like catalysts	ENVIRONMENTAL SCIENCE-NANO												Metal-organic frameworks (MOFs) for persulfate-based Fenton-like processes have attracted tremendous attention nowadays. However, the low utilization of active sites and poor stability of MOFs still impede their practical application. In this work, we demonstrate a unique photo Fenton-like catalyst with confined ultrasmall MOF nanoparticles anchored on a 3D-graphene network, which is fabricated through a simple confined thermal pulverization method. The ultrasmall Co-Fe MOF nanoparticles with confined structure endowed this catalyst with highly exposed active sites as well as excellent stability. It can maintain high degradation efficiency via visible light-assisted peroxymonosulfate (PMS) activation in a broad pH range from 1-13. Electron spin resonance (ESR) technology reveals that both radical and nonradical processes are involved in this process, and the broad pH adaptability of this system is due to the stable generation of OH, SO4-, O-2(-), and O-1(2) under these pH conditions. This study provides new perspectives for the development of highly efficient and harsh environment-adaptive MOF-based Fenton-like catalysts.					Shi, Heng/K-2730-2019	Shi, Heng/0000-0001-5896-3190													2051-8153	2051-8161				MAR 17	2022	9	3					1091	1105		10.1039/d1en00944c	http://dx.doi.org/10.1039/d1en00944c		JAN 2022											WOS:000748695800001
J	Cabello, M; Ortiz, GE; Lavela, P; Tirado, JL				Cabello, Marta; Ortiz, Gregorio E.; Lavela, Pedro; Tirado, Jose L.			On the Beneficial Effect of MgCl2 as Electrolyte Additive to Improve the Electrochemical Performance of Li4Ti5O12 as Cathode in Mg Batteries	NANOMATERIALS												Magnesium batteries are a promising technology for a new generation of energy storage for portable devices. Attention should be paid to electrolyte and electrode material development in order to develop rechargeable Mg batteries. In this study, we report the use of the spinel lithium titanate or Li4Ti5O12 (LTO) as an active electrode for Mg2+-ion batteries. The theoretical capacity of LTO is 175 mA h g(-1), which is equivalent to an insertion reaction with 1.5 Mg2+ ions. The ability to enhance the specific capacity of LTO is of practical importance. We have observed that it is possible to increase the capacity up to 290 mA h g(-1) in first discharge, which corresponds to the reaction with 2.5 Mg2+ ions. The addition of MgCl2 center dot 6H(2)O to the electrolyte solutions significantly improves their electrochemical performance and enables reversible Mg deposition. Ex-situ X-ray diffraction (XRD) patterns reveal little structural changes, while X-ray photoelectron spectrometer (XPS) (XPS) measurements suggest Mg reacts with LTO. The Ti3+/Ti4+ ratio increases with the amount of inserted magnesium. The impedance spectra show the presence of a semicircle at medium-low frequencies, ascribable to Mg2+ ion diffusion between the surface film and LTO. Further experimental improvements with exhaustive control of electrodes and electrolytes are necessary to develop the Mg battery with practical application.					Tirado, José/J-9904-2014; Lavela, Pedro/K-4203-2014; Cabello, Marta/MBH-5138-2025; Ortiz, Gregorio/AAA-1465-2022; Ortiz, Gregorio F./J-9792-2014	Cabello Bermudez, Marta/0000-0001-5595-2971; Ortiz, Gregorio F./0000-0003-3104-8018													2079-4991					MAR 26	2019	9	3							484	10.3390/nano9030484	http://dx.doi.org/10.3390/nano9030484								30917592					WOS:000464453800001
J	Fan, H; Maheshwari, V				Fan, Hua; Maheshwari, Vivek			Controlled Element Specific Nanoscale Domains by Self-Assembly for High Performance Bifunctional Alkaline Water Splitting Catalyst	ADVANCED FUNCTIONAL MATERIALS												A stable bifunctional water-splitting catalyst can simplify the development of alkaline medium electrolyzers. In this study, a catalytic material with controlled nanoscale domains of Pt and Ni is formed by a self-assembly process at room temperature. The final structure of the catalyst is achieved through two-stage transformation, first is the formation of Pt-Ni nanoscale domains and then inducing Ni to higher oxidation states. The material has a nanowire-like morphology at the macroscale, which ensures rapid kinetics and mass transfer. The results prove that the nanoscale domains of Pt, Ni, and Ni2+ and Ni3+ with close interfacing are crucial for the performance of the electrocatalyst and ensure the presence of Ni in a high oxidation state, leading to both hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) activity. The catalyst has a low overpotential and ultralow Tafel slope for both HER and OER, 13.7 and 32 mV dec(-1), respectively, crucial for high power applications.																			1616-301X	1616-3028				NOV	2021	31	46							2106149	10.1002/adfm.202106149	http://dx.doi.org/10.1002/adfm.202106149		AUG 2021											WOS:000689697400001
J	Bai, XH; Zhang, LQ; Zhang, DS; Li, KM; Li, TC; Ren, Y; He, HB; Xie, BX; Sun, G; Xu, J; Yin, XC				Bai, Xianhai; Zhang, Longqing; Zhang, Dashui; Li, Kaiming; Li, Tongcan; Ren, Yang; He, Huibing; Xie, Bingxing; Sun, Gang; Xu, Jing; Yin, Xucai			Crystal water-capturing and film-forming bifunctional electrolyte additive for stabilizing sodium iron hexacyanoferrate cathode for Na-ion batteries	CHEMICAL ENGINEERING JOURNAL												Due to its affordability, strong structural stability, and high rate capability, rhombohedral sodium ferrous hexacyanoferrate (FeHCF) has been identified as a potential cathode material for sodium ion batteries. Nevertheless, the presence of inherent crystal water and the susceptibility of its interface stability significantly hinder its capacity and cycling performance. In this study, we propose a novel modification approach involving the addition of ZnCl2 2 to effectively capture crystal water and facilitate the in-situ formation of a ZnO coating on the FeHCF surface. Due to the decreased crystal water content and the presence of stable ZnO interphases, the occurrence of side reactions between the electrode and electrolyte, as well as crystal particle cracks in FeHCF during repeated sodiation/desodiation processes, is effectively reduced. Consequently, the modified FeHCF demonstrates an extended operational lifespan of 1000 cycles, with an initial discharge capacity of 112.0 mAh/g and a capacity retention rate of 77.8 % at a current rate of 1C within the voltage range of 2.0-4.2 V. Our research offers valuable insights into the removal of crystal water and the engineering of incident interfaces to enhance the cycle life of FeHCF cathodes in sodium-ion batteries.					Li, Kaiming/HLG-1748-2023; Sun, Gang/HGA-0510-2022; He, Huibing/ABI-4979-2020	Sun, Gang/0000-0002-7704-6184; Xie, Bingxing/0000-0003-4159-9753; He, Huibing/0000-0002-9584-2731													1385-8947	1873-3212				OCT 1	2024	497								154902	10.1016/j.cej.2024.154902	http://dx.doi.org/10.1016/j.cej.2024.154902		AUG 2024											WOS:001301795100001
J	Nong, CY; Li, XD; Xu, JH				Nong, Caiyong; Li, Xiaodong; Xu, Junhua			Systematic effect of different external metals of hexacyanoferrates on cesium adsorption behavior and mechanism	JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY												This study aims to investigate Cs removal by different external metals hexacyanoferrates M-II- Fe PBA (M-II: Co, Ni and Cu). Three PBAs were synthesized, characterized and followed by batch experiment testing and model fitting. Among the three PBAs, Cu-Fe PBA possessed the highest capacity 234.28 mg g(-1), the highest K-d 2.8 x106 mL g(-1) and the fastest adsorption kinetics on Cs removal. Moreover, Cu-Fe PBA and Ni-Fe PBA were the more selective sorbents in coexisting ions study. Finally, the adsorption mechanism was proposed. This study provides new insights into the vacancies effect of the PBA structure and Cs adsorption application.																			0236-5731	1588-2780				APR	2023	332	4			SI		1263	1275		10.1007/s10967-022-08721-3	http://dx.doi.org/10.1007/s10967-022-08721-3													WOS:001186150100003
J	Peixoto, DA; Silva, SC; Borges, PHS; Lima, RC; Nossol, E				Peixoto, Diego A.; Silva, Samuel C.; Borges, Pedro H. S.; Lima, Renata C.; Nossol, Edson			Hydrothermal synthesis as a versatile tool for the preparation of metal hexacyanoferrates: a review	JOURNAL OF MATERIALS SCIENCE												Metal hexacyanoferrates (HCF), which are produced by hydrothermal synthesis, have received increasing attention for different applications due to their unique physicochemical properties, such as three-dimensional framework with large open sites and metal sites with different oxidation states. The hydrothermal method is a simple and established synthesis technique, with the ability to synthesize unstable materials near the melting point, the possibility to synthesize large and good quality crystals and to obtain tunable size particles, controlled agglomeration, and low contamination by impurities, and in which the properties of products depend on the formation mechanism and hydrothermal conditions. Focusing on the structure of HCF including crystallography and morphology from the literature, this review discusses the effects of synthesis conditions (metal precursor, hydrothermal temperature, and duration) and post-treatment (acid addition and calcination) on the formation of metal hexacyanoferrates. Furthermore, structural modifications and current progress toward the application of HCF as catalysts, sensors, adsorbents, electrochromic displays, and energy storage are also summarized in this review.					Silva, Samuel/ABA-3918-2020; Nossol, Edson/H-3604-2012	de Souza Borges, Pedro Henrique/0000-0002-9660-8760; Nossol, Edson/0000-0002-5032-1609; Silva, Samuel Carlos/0000-0003-4066-5114													0022-2461	1573-4803				FEB	2023	58	7					2993	3024		10.1007/s10853-023-08190-3	http://dx.doi.org/10.1007/s10853-023-08190-3		JAN 2023											WOS:000922770200001
J	Zhang, DZ; Jin, YB; Chen, HN; Luo, YW; Zhang, Y				Zhang, Dongzhi; Jin, Yingbo; Chen, Haonan; Luo, Yuwei; Zhang, Yong			Carbon microsphere-templated synthesis of ZnCo2O4 hollow spheres functionalized with Ag nanoparticles for sub-ppm-level acetone gas detection	CERAMICS INTERNATIONAL												This paper demonstrated a high-performance acetone sensor based on sensing material of ZnCo2O4@Ag hollow spheres (HSs) was prepared using carbon microsphere as sacrifice template. The ZnCo2O4@Ag HSs film was coated on a ceramic tube with two Au electrodes, and the nanostructure of ZnCo2O4@Ag HSs was examined by XRD, EDS, SEM, TEM and XPS techniques. The gas sensing investigation was performed under different working temperatures (120-320 degrees C) for the ZnCo2O4@Ag sensors with different Ag loading amount. The results show that the ZnCo2O4@Ag (2 wt%) based sensor yields excellent acetone-sensing performance at 220 degrees C, such as low detection limit (0.25 ppm), fast response/recovery properties (4 s/20 s@0.25 ppm), and good selectivity. The excellent acetone-sensing performance benefits from the p-type semiconductor properties of ZnCo2O4 and the catalysis of Ag nanoparticles. This work confirmed that the ZnCo2O4@Ag (2 wt%) based sensor has promising applications for highly sensitive and selective acetone detection in various fields.					Zhang, Dongzhi/U-3925-2019	Zhang, Dongzhi/0000-0001-9238-4176													0272-8842	1873-3956				JUL	2020	46	10	A				15176	15182		10.1016/j.ceramint.2020.03.054	http://dx.doi.org/10.1016/j.ceramint.2020.03.054													WOS:000533511200097
